segment_id,speaker_id,accent,source_speaker_code,source_speaker_number,source_speaker_sex,half,utt_interval_index,start_seconds,end_seconds,duration_seconds,sentence_raw,sentence_normalized,corpus_role,test_actual_talker,is_actual_test_talker,behavior_item_id,in_experiment_audio,word_interval_count,phone_interval_count,source_wav_relpath,source_textgrid_relpath
B23-BRP-HT1-utt116,B23.BRP.BRP,BRP,PBR,006,M,HT1,116,108.92000000000002,110.70100000000001,1.7809999999999917,THE MATCH BOXES ARE EMPTY,THE MATCH BOXES ARE EMPTY,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S9461,false,5,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT1.TextGrid
B23-BRP-HT1-utt118,B23.BRP.BRP,BRP,PBR,006,M,HT1,118,110.90300000000002,112.61200000000002,1.7090000000000032,THE MAN IS PAINTING A SIGN,THE MAN IS PAINTING A SIGN,counterfactual_test,B23.FAR.FAR,false,B23.FAR.FAR.S6062,false,6,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT1.TextGrid
B23-BRP-HT1-utt120,B23.BRP.BRP,BRP,PBR,006,M,HT1,120,112.75900000000001,115.32900000000002,2.5700000000000074,THE DOG CAME HOME AT LAST,THE DOG CAME HOME AT LAST,counterfactual_test,B23.FAR.FAR,false,B23.FAR.FAR.S2214,false,7,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT1.TextGrid
B23-BRP-HT2-utt002,B23.BRP.BRP,BRP,PBR,006,M,HT2,2,0.033,1.432,1.399,THEY HEARD A FUNNY NOISE,THEY HEARD A FUNNY NOISE,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S0448,false,5,13,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt004,B23.BRP.BRP,BRP,PBR,006,M,HT2,4,1.777,3.456,1.679,THEY FOUND HIS BROTHER HIDING,THEY FOUND HIS BROTHER HIDING,counterfactual_test,B23.FAR.FAR,false,B23.FAR.FAR.S9530,false,5,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt006,B23.BRP.BRP,BRP,PBR,006,M,HT2,6,3.5839999999999996,5.334,1.75,THE DOG PLAYED WITH A STICK,THE DOG PLAYED WITH A STICK,counterfactual_test,B23.FAR.FAR,false,B23.FAR.FAR.S0015,false,6,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt008,B23.BRP.BRP,BRP,PBR,006,M,HT2,8,5.552,6.872,1.3200000000000003,THE BOOK TELLS A STORY,THE BOOK TELLS A STORY,actual_test,B23.BRP.BRP,true,B23.BRP.BRP.S5787,true,5,15,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt010,B23.BRP.BRP,BRP,PBR,006,M,HT2,10,7.019,8.51,1.4909999999999997,THE MATCHES ARE ON A SHELF,THE MATCHES ARE ON A SHELF,counterfactual_test,B23.FAR.FAR,false,B23.FAR.FAR.S0582,false,6,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt012,B23.BRP.BRP,BRP,PBR,006,M,HT2,12,8.843,10.662,1.8190000000000008,THE MILK WAS BY THE FRONT DOOR,THE MILK WAS BY THE FRONT DOOR,training_sentence,,false,,true,8,22,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt014,B23.BRP.BRP,BRP,PBR,006,M,HT2,14,10.795,12.485000000000001,1.6900000000000013,THE BROOM WAS IN THE CORNER,THE BROOM WAS IN THE CORNER,training_sentence,,false,,true,7,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt016,B23.BRP.BRP,BRP,PBR,006,M,HT2,16,12.645,14.206,1.561,THE NEW ROAD IS ON THE MAP,THE NEW ROAD IS ON THE MAP,training_sentence,,false,,true,8,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt018,B23.BRP.BRP,BRP,PBR,006,M,HT2,18,14.483,15.943000000000001,1.4600000000000009,SHE LOST HER CREDIT CARD,SHE LOST HER CREDIT CARD,training_sentence,,false,,true,6,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt020,B23.BRP.BRP,BRP,PBR,006,M,HT2,20,16.102000000000004,17.462000000000003,1.3599999999999994,THE TEAM IS PLAYING WELL,THE TEAM IS PLAYING WELL,counterfactual_test,B23.FAR.FAR,false,B23.FAR.FAR.S5218,false,6,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt022,B23.BRP.BRP,BRP,PBR,006,M,HT2,22,17.577,19.156000000000002,1.5790000000000006,THE BOY DID A HANDSTAND,THE BOY DID A HANDSTAND,training_sentence,,false,,true,5,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt024,B23.BRP.BRP,BRP,PBR,006,M,HT2,24,19.330000000000002,21.039000000000005,1.7090000000000032,THEY TOOK SOME FOOD OUTSIDE,THEY TOOK SOME FOOD OUTSIDE,training_sentence,,false,,true,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt026,B23.BRP.BRP,BRP,PBR,006,M,HT2,26,21.234,22.813000000000002,1.5790000000000006,THE YOUNG PEOPLE ARE DANCING,THE YOUNG PEOPLE ARE DANCING,training_sentence,,false,,true,6,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt028,B23.BRP.BRP,BRP,PBR,006,M,HT2,28,22.996000000000006,24.355000000000004,1.3589999999999982,THEY WAITED FOR AN HOUR,THEY WAITED FOR AN HOUR,training_sentence,,false,,true,5,14,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt030,B23.BRP.BRP,BRP,PBR,006,M,HT2,30,24.522000000000006,25.971000000000004,1.448999999999998,THE SHIRTS ARE IN THE CLOSET,THE SHIRTS ARE IN THE CLOSET,counterfactual_test,B23.FAR.FAR,false,B23.FAR.FAR.S7421,false,7,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt032,B23.BRP.BRP,BRP,PBR,006,M,HT2,32,26.153000000000006,27.792000000000005,1.6389999999999993,THEY WATCHED THE SCARY MOVIE,THEY WATCHED THE SCARY MOVIE,actual_test,B23.BRP.BRP,true,B23.BRP.BRP.S9666,true,5,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt034,B23.BRP.BRP,BRP,PBR,006,M,HT2,34,27.942000000000004,29.372000000000003,1.4299999999999997,THE MILK IS IN A PITCHER,THE MILK IS IN A PITCHER,training_sentence,,false,,true,6,15,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt036,B23.BRP.BRP,BRP,PBR,006,M,HT2,36,29.495000000000005,31.194000000000003,1.698999999999998,THE TRUCK DROVE UP THE ROAD,THE TRUCK DROVE UP THE ROAD,training_sentence,,false,,true,7,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt038,B23.BRP.BRP,BRP,PBR,006,M,HT2,38,31.433000000000003,33.473,2.0399999999999956,THE TALL MAN TIED HIS SHOES,THE TALL MAN TIED HIS SHOES,counterfactual_test,B23.FAR.FAR,false,B23.FAR.FAR.S8005,false,7,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt040,B23.BRP.BRP,BRP,PBR,006,M,HT2,40,33.511,34.971000000000004,1.4600000000000009,A LETTER FELL ON THE FLOOR,A LETTER FELL ON THE FLOOR,actual_test,B23.BRP.BRP,true,B23.BRP.BRP.S2103,true,6,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt042,B23.BRP.BRP,BRP,PBR,006,M,HT2,42,35.150000000000006,36.74000000000001,1.5900000000000034,THE BALL BOUNCED VERY HIGH,THE BALL BOUNCED VERY HIGH,counterfactual_test,B23.TUR.TUR,false,B23.TUR.TUR.S3199,false,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt044,B23.BRP.BRP,BRP,PBR,006,M,HT2,44,37.03900000000001,39.23900000000001,2.200000000000003,MOTHER CUT THE BIRTHDAY CAKE,MOTHER CUT THE BIRTHDAY CAKE,actual_test,B23.BRP.BRP,true,B23.BRP.BRP.S3842,true,7,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt046,B23.BRP.BRP,BRP,PBR,006,M,HT2,46,39.57200000000001,41.03200000000001,1.4600000000000009,THE FOOTBALL GAME IS OVER,THE FOOTBALL GAME IS OVER,actual_test,B23.BRP.BRP,true,B23.BRP.BRP.S7518,true,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt048,B23.BRP.BRP,BRP,PBR,006,M,HT2,48,41.257000000000005,42.77700000000001,1.5200000000000031,SHE STOOD NEAR THE WINDOW,SHE STOOD NEAR THE WINDOW,actual_test,B23.BRP.BRP,true,B23.BRP.BRP.S0223,true,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt050,B23.BRP.BRP,BRP,PBR,006,M,HT2,50,42.874,44.373000000000005,1.4990000000000023,THE KITCHEN CLOCK WAS WRONG,THE KITCHEN CLOCK WAS WRONG,training_sentence,,false,,true,5,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt052,B23.BRP.BRP,BRP,PBR,006,M,HT2,52,44.63100000000001,46.93200000000001,2.301000000000002,THE CHILDREN HELPED THEIR TEACHER,THE CHILDREN HELPED THEIR TEACHER,training_sentence,,false,,true,6,22,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt054,B23.BRP.BRP,BRP,PBR,006,M,HT2,54,47.02900000000001,49.07900000000001,2.049999999999997,THEY CARRIED SOME SHOPPING BAGS,THEY CARRIED SOME SHOPPING BAGS,training_sentence,,false,,true,5,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt056,B23.BRP.BRP,BRP,PBR,006,M,HT2,56,49.18800000000001,51.038000000000004,1.8499999999999943,SOMEONE IS CROSSING THE ROAD,SOMEONE IS CROSSING THE ROAD,training_sentence,,false,,true,5,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt058,B23.BRP.BRP,BRP,PBR,006,M,HT2,58,51.133,53.063,1.9299999999999997,SHE USES HER SPOON TO EAT,SHE USES HER SPOON TO EAT,actual_test,B23.BRP.BRP,true,B23.BRP.BRP.S0363,true,6,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt060,B23.BRP.BRP,BRP,PBR,006,M,HT2,60,53.36200000000001,54.91300000000001,1.551000000000002,THE CAT LAY ON THE BED,THE CAT LAY ON THE BED,counterfactual_test,B23.FAR.FAR,false,B23.FAR.FAR.S5541,false,8,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt062,B23.BRP.BRP,BRP,PBR,006,M,HT2,62,55.153000000000006,56.973000000000006,1.8200000000000003,THEY'RE RUNNING PAST THE HOUSE,THEY'RE RUNNING PAST THE HOUSE,training_sentence,,false,,true,5,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt064,B23.BRP.BRP,BRP,PBR,006,M,HT2,64,57.16700000000001,58.85600000000001,1.689,HE'S WASHING HIS FACE WITH SOAP,HE'S WASHING HIS FACE WITH SOAP,actual_test,B23.BRP.BRP,true,B23.BRP.BRP.S9562,true,7,21,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt066,B23.BRP.BRP,BRP,PBR,006,M,HT2,66,59.29600000000001,61.14600000000001,1.8500000000000014,THE DOG IS CHASING THE CAT,THE DOG IS CHASING THE CAT,actual_test,B23.BRP.BRP,true,B23.BRP.BRP.S3383,true,7,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt068,B23.BRP.BRP,BRP,PBR,006,M,HT2,68,61.349000000000004,63.510000000000005,2.1610000000000014,THE MILKMAN DRIVES A SMALL TRUCK,THE MILKMAN DRIVES A SMALL TRUCK,training_sentence,,false,,true,6,23,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt070,B23.BRP.BRP,BRP,PBR,006,M,HT2,70,63.77100000000001,65.84100000000001,2.0700000000000003,THE BUS LEAVES BEFORE THE TRAIN,THE BUS LEAVES BEFORE THE TRAIN,training_sentence,,false,,true,6,20,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt072,B23.BRP.BRP,BRP,PBR,006,M,HT2,72,66.11000000000001,67.77000000000001,1.6599999999999966,THE BABY HAS BLUE EYES,THE BABY HAS BLUE EYES,actual_test,B23.BRP.BRP,true,B23.BRP.BRP.S5422,true,5,14,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt074,B23.BRP.BRP,BRP,PBR,006,M,HT2,74,67.89800000000001,69.58700000000002,1.6890000000000072,THE BAG FELL OFF THE SHELF,THE BAG FELL OFF THE SHELF,actual_test,B23.BRP.BRP,true,B23.BRP.BRP.S5237,true,7,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt076,B23.BRP.BRP,BRP,PBR,006,M,HT2,76,69.75600000000001,71.14600000000002,1.3900000000000006,THEY ARE COMING FOR DINNER,THEY ARE COMING FOR DINNER,training_sentence,,false,,true,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt078,B23.BRP.BRP,BRP,PBR,006,M,HT2,78,71.27700000000002,72.91600000000001,1.6389999999999958,THEY WANTED SOME POTATOES,THEY WANTED SOME POTATOES,training_sentence,,false,,true,4,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt080,B23.BRP.BRP,BRP,PBR,006,M,HT2,80,73.052,74.302,1.25,THEY KNOCKED ON THE WINDOW,THEY KNOCKED ON THE WINDOW,counterfactual_test,B23.FAR.FAR,false,B23.FAR.FAR.S8198,false,5,15,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt082,B23.BRP.BRP,BRP,PBR,006,M,HT2,82,74.52100000000002,76.662,2.140999999999991,SCHOOL GOT OUT EARLY TODAY,SCHOOL GOT OUT EARLY TODAY,training_sentence,,false,,true,6,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt084,B23.BRP.BRP,BRP,PBR,006,M,HT2,84,76.858,78.918,2.0600000000000023,THE FOOTBALL HIT THE GOALPOST,THE FOOTBALL HIT THE GOALPOST,counterfactual_test,B23.FAR.FAR,false,B23.FAR.FAR.S1895,false,5,20,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt086,B23.BRP.BRP,BRP,PBR,006,M,HT2,86,79.025,80.836,1.8109999999999928,THE BOY RAN AWAY FROM SCHOOL,THE BOY RAN AWAY FROM SCHOOL,training_sentence,,false,,true,6,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt088,B23.BRP.BRP,BRP,PBR,006,M,HT2,88,80.94800000000001,82.40700000000001,1.4590000000000032,SUGAR IS VERY SWEET,SUGAR IS VERY SWEET,training_sentence,,false,,true,5,15,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt090,B23.BRP.BRP,BRP,PBR,006,M,HT2,90,82.72000000000001,84.51,1.789999999999992,THE TWO CHILDREN ARE LAUGHING,THE TWO CHILDREN ARE LAUGHING,training_sentence,,false,,true,7,20,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt092,B23.BRP.BRP,BRP,PBR,006,M,HT2,92,84.683,86.153,1.4699999999999989,THE FIRE TRUCK IS COMING,THE FIRE TRUCK IS COMING,training_sentence,,false,,true,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt094,B23.BRP.BRP,BRP,PBR,006,M,HT2,94,86.287,87.927,1.6400000000000006,MOTHER GOT A SAUCEPAN,MOTHER GOT A SAUCEPAN,actual_test,B23.BRP.BRP,true,B23.BRP.BRP.S7239,true,4,14,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt096,B23.BRP.BRP,BRP,PBR,006,M,HT2,96,88.06500000000001,89.63600000000001,1.570999999999998,THE BABY WANTS HIS BOTTLE,THE BABY WANTS HIS BOTTLE,actual_test,B23.BRP.BRP,true,B23.BRP.BRP.S2348,true,5,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt098,B23.BRP.BRP,BRP,PBR,006,M,HT2,98,89.873,91.30300000000001,1.4300000000000068,THE BALL BROKE THE WINDOW,THE BALL BROKE THE WINDOW,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S2588,false,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt100,B23.BRP.BRP,BRP,PBR,006,M,HT2,100,91.515,93.194,1.679000000000002,THERE WAS A BAD TRAIN WRECK,THERE WAS A BAD TRAIN WRECK,training_sentence,,false,,true,7,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt102,B23.BRP.BRP,BRP,PBR,006,M,HT2,102,93.46900000000001,94.968,1.4989999999999952,THE WAITER BROUGHT THE CREAM,THE WAITER BROUGHT THE CREAM,counterfactual_test,B23.TUR.TUR,false,B23.TUR.TUR.S9029,false,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt104,B23.BRP.BRP,BRP,PBR,006,M,HT2,104,95.16600000000001,96.68700000000001,1.5210000000000008,THE TEAPOT IS VERY HOT,THE TEAPOT IS VERY HOT,training_sentence,,false,,true,6,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt106,B23.BRP.BRP,BRP,PBR,006,M,HT2,106,96.94300000000001,98.313,1.3699999999999903,THE APPLE PIE IS GOOD,THE APPLE PIE IS GOOD,training_sentence,,false,,true,5,13,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt108,B23.BRP.BRP,BRP,PBR,006,M,HT2,108,98.485,99.956,1.4710000000000036,THE JELLY JAR WAS FULL,THE JELLY JAR WAS FULL,training_sentence,,false,,true,5,15,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt110,B23.BRP.BRP,BRP,PBR,006,M,HT2,110,100.101,101.77,1.668999999999997,THE GIRL IS WASHING HER HAIR,THE GIRL IS WASHING HER HAIR,counterfactual_test,B23.FAR.FAR,false,B23.FAR.FAR.S8234,false,6,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
