recording_id,speaker_id,accent,word,source_filename,status,processed_transcript,predicted_transcript,n_ipa_tokens,mean_token_max_posterior,duration_seconds,audio_sha256,error
AN19-rec-3080559301332bca08c6,AN19.KOR.kf1,KOR,lad,kf1hw16 lad.wav,ok,lɛ,l/ɛ,2,0.5594424158334732,0.4713378684807256,2f32d9b6e1ca1439cbcbc1ff3bc71d34c59200ec5504ba6f426a9e2680e98ecf,
AN19-rec-b15db71fb73911844b95,AN19.KOR.kf1,KOR,mall,kf1hw17 mall.wav,ok,mo,m/o,2,0.7112961113452911,0.41505668934240364,2d37bc04c8d4d68c2648ed16eae67b14aa4fdf9b96c9116f3691d5cf5e280ae6,
AN19-rec-c4b55f1d3d72d11860e0,AN19.KOR.kf1,KOR,mat,kf1hw18 mat.wav,ok,mɛt,m/ɛ/t,3,0.8192404508590698,0.5485714285714286,4c8cecd2450314827a0c401b13df3d687e8fa985de0ca5a1aee23736604fb525,
AN19-rec-1f0091080f4447035484,AN19.KOR.kf1,KOR,mitt,kf1hw19 mitt.wav,ok,mi,m/i,2,0.9799095690250397,0.5355102040816326,cdc32ee2d26206bbf70493b94b569145ba2f8d06e516b0398e4bb74e8a694b76,
AN19-rec-ff01d4bf82ae1af17cd2,AN19.KOR.kf1,KOR,mole,kf1hw20 mole.wav,ok,mu,m/u,2,0.7315067946910858,0.422312925170068,4e0ae59e6f826f74b50f109970414c6ff78c16b52ad7abaa47129535fdc5d73a,
AN19-rec-bc2f47dfa0d60c3fa317,AN19.KOR.kf1,KOR,pat,kf1hw21 pat.wav,ok,pʰæt,pʰ/æ/t,3,0.7170948187510172,0.4992290249433107,bc9efadb8d0af6314a192dbc0f70c054456aacd8daac10cd934c9837bd8b3da2,
AN19-rec-e903f516ea77754007a1,AN19.KOR.kf1,KOR,pet,kf1hw22 pet.wav,ok,,,0,,0.45714285714285713,72cb3f16ae6af4f1afad86265e06438d4b76981230b6f08ddeeb98d7145f2507,
AN19-rec-f71efd4e0832f19ce1ab,AN19.KOR.kf1,KOR,pup,kf1hw23 pup.wav,ok,pʰɑ,pʰ/ɑ,2,0.5082389116287231,0.4726984126984127,d0fabc1e2ef9849d494504a3f7f4b16ea11c0f007d078ee44cb1e1f1acb6196f,
AN19-rec-824888603fb6262646f7,AN19.KOR.kf1,KOR,rat,kf1hw24 rat.wav,ok,rɛt,r/ɛ/t,3,0.7247160871823629,0.5768707482993197,3588ea678af94f6d4c126d85ea20fc58418ea42f25d0350d3fdcdcf15fe4c9f1,
AN19-rec-5e643f6b889692d54c63,AN19.KOR.kf1,KOR,rhyme,kf1hw25 rhyme.wav,ok,ɹaɪ̃m,ɹ/a/ɪ̃/m,4,0.7958544492721558,0.5500226757369614,c768888865992b67b6a9f79f9e373c2da61a420f7074101ab8d4c6cfa71960fa,
AN19-rec-724d20545551a8a84ff6,AN19.KOR.kf1,KOR,rum,kf1hw26 rum.wav,ok,ɹəm,ɹ/ə/m,3,0.6293567766745886,0.422312925170068,be85ba692e44b0b1a6b1f65dd3c82609c8091b41b2461dd5d63e2cac94343b3a,
AN19-rec-a9cef0a1edfa0a1dc6d0,AN19.KOR.kf1,KOR,sane,kf1hw27 sane.wav,ok,seɪ̃n,s/e/ɪ̃/n,4,0.7664893716573715,0.6414512471655329,40a972d5fdaa1b5a042cf4d7d0d568229aeab451a53ce2214933fc07ae0b9d0c,
AN19-rec-d2b27a7b2a486eccef61,AN19.KOR.kf1,KOR,soak,kf1hw28 soak.wav,ok,sok,s/o/k,3,0.6209723949432373,0.7590022675736962,975d9b4369695dab391bdeb920c6bc37c8537b86da90aea85ef0cb440ae6558c,
AN19-rec-9de51532c09eb43a1539,AN19.KOR.kf1,KOR,suck,kf1hw29 suck.wav,ok,sak,s/a/k,3,0.7027856310208639,0.6211337868480725,5e22a80019316264568962654b8ea6fbaa0eb6c9757584e837dd1a6aa8d50f49,
AN19-rec-5423bbd6b9a0a9436d2f,AN19.KOR.kf1,KOR,ten,kf1hw30 ten.wav,ok,pʰan,pʰ/a/n,3,0.4088247021039327,0.4513378684807256,106bc97178e8a399fcc505521199f627812ba95354c34d5f9a223d67209a259e,
AN19-rec-9209164ce8147ff82cdb,AN19.KOR.kf1,KOR,wed,kf1hw31 wed.wav,ok,wɛt,w/ɛ/t,3,0.4400250017642975,0.4005442176870748,3cba4d1841cefd5c1134781e5c740d6fe090ae4a00f87144956543d74db1af90,
AN19-rec-ac2a218f6226957def4c,AN19.KOR.kf1,KOR,white,kf1hw32 white.wav,ok,waɪ,w/a/ɪ,3,0.9816950956980387,0.5746938775510204,6d34d51547eb41bc72a86d867dd7b9b2cd46495c0e3f2e9ed63b7d20156e118d,
AN19-rec-fb05e42902cf3a637205,AN19.KOR.kf1,KOR,whore,kf1hw33 whore.wav,ok,u,u,1,0.3357619345188141,0.4658503401360544,96eeefa09ae034a16d0cc4281ab48386bece38b57772601d691f7eb2aebdd2f5,
AN19-rec-76b7ee8e62bedb99fc36,AN19.KOR.kf1,KOR,wrong,kf1hw34 wrong.wav,ok,rɔŋ,r/ɔ/ŋ,3,0.4886886229117711,0.47365079365079366,41869d838a76cae657bb13a2b3ab599092d97bf463b827152bc5867c1eb4d002,
AN19-rec-7408f1466955aad90d97,AN19.KOR.kf1,KOR,con,kf1hw35 con.wav,ok,kʰɑ̃n,kʰ/ɑ̃/n,3,0.6909069071213404,0.5612698412698413,8c96ac82682a2a723b4e572820ad26e8e2de5776ee37011964399d20f79fd7fa,
AN19-rec-a23a7068dbe7f624b681,AN19.KOR.kf1,KOR,doom,kf1hw36 doom.wav,ok,tuŋ,t/u/ŋ,3,0.519223541021347,0.4744671201814059,3fa10f29cd059642213b937d28aa353aecff4afc38553a5e137fc66d156e2d00,
AN19-rec-549b035939de6d1b2de9,AN19.KOR.kf1,KOR,hick,kf1hw37 hick.wav,ok,hi,h/i,2,0.9159175455570221,0.45641723356009073,6adcaa21b87d878ab49422a78c83322797100d9e7ccd29cf5701173ebe19bf58,
AN19-rec-ed2f59bac6d7651058bd,AN19.KOR.kf1,KOR,rut,kf1hw38 rut.wav,ok,ɹʌt,ɹ/ʌ/t,3,0.8128665089607239,0.5485714285714286,7f3d9d423078425d6879c6e40b971d2e4974329719c74d77dae7ef6d8e3eb935,
AN19-rec-63a7bc6571da9a7f2a6c,AN19.KOR.kf1,KOR,toot,kf1hw39 toot.wav,ok,tœ,t/œ,2,0.5096687525510788,0.5019954648526077,5b5cdc7efc344d9e4fe7eafae1df8ab89b5bd5a358dd08078978dbc94a42829d,
AN19-rec-ac812236a98164e28747,AN19.KOR.kf1,KOR,wad,kf1hw40 wad.wav,ok,w,w,1,0.9354591965675354,0.552063492063492,89b57d32170258e12619d02c28d15c29c9728149788bb50ffd1f7438453c722f,
AN19-rec-102efd7abb38d7ac05b8,AN19.KOR.kf1,KOR,bud,kf1hw41 bud.wav,ok,pai,p/a/i,3,0.6529912153879801,0.5253514739229025,24a980b03e37e71888306971e93269d99eae33f844de0178bdd8d312abafcc07,
AN19-rec-0c0178fe29ad48bd7f2c,AN19.KOR.kf1,KOR,dame,kf1hw42 dame.wav,ok,ten,t/e/n,3,0.3792546292146047,0.4995918367346939,eb7e0935b509583b4a68fdc03f95954b7ba4c13491d5b902c8241dd59285a7db,
AN19-rec-42bb6ba448e17daf76a4,AN19.KOR.kf1,KOR,lace,kf1hw43 lace.wav,ok,dejis,d/e/j/i/s,5,0.8077226758003235,0.6051700680272109,61c25ed89115f7ac73a9508e692cee4ce76e8d6fa413dac98dcfdd28ac09c7de,
AN19-rec-458df49e925f846fcd9f,AN19.KOR.kf1,KOR,lame,kf1hw44 lame.wav,ok,lem,l/e/m,3,0.8646504878997803,0.5601814058956917,9ea4e2218fa6f6639b5cc3cb12083edc3c9b5eec17a57d1f9979f9ffd92ede2b,
AN19-rec-681593973475614ca854,AN19.KOR.kf1,KOR,pad,kf1hw45 pad.wav,ok,pʰɛd,pʰ/ɛ/d,3,0.6820092797279358,0.5340589569160997,9549877eccbcaeae9f3ed72886b6a9c406bcf96c8a4a3459f131d8e59e50d0c8,
AN19-rec-4321fc47673c5d2345be,AN19.KOR.kf1,KOR,chore,kf1hw46 chore.wav,ok,kʰu,kʰ/u,2,0.37749897688627243,0.5571882086167801,4b29c97701bd9e95a4db0f99e96c75d773f48f28d3142991f2cb6068d3d3b24f,
AN19-rec-39f95bfad8d9edc3534a,AN19.KOR.kf1,KOR,cod,kf1hw47 cod.wav,ok,kʰɑt,kʰ/ɑ/t,3,0.6213255226612091,0.5354648526077097,ca0836b0fe57cb9508e94600c21f74704ba8b47597b42ee05bb133061b799a47,
AN19-rec-6bb791ea9cb23f4fdd1b,AN19.KOR.kf1,KOR,hack,kf1hw48 hack.wav,ok,hæk,h/æ/k,3,0.6717167695363363,0.4876190476190476,57bec815a3e44ddbbd0f0418435024df8946220915aa6b66b5b1a2ccd9e02c39,
AN19-rec-27c202789dbca40ce641,AN19.KOR.kf1,KOR,kin,kf1hw49 kin.wav,ok,kʰi,kʰ/i,2,0.4770860970020294,0.5050793650793651,cedefb00097f183c3025399324a55fb69df096d48defa3952bdd66d6c33aac18,
AN19-rec-774581bbd75180553a6d,AN19.KOR.kf1,KOR,kit,kf1hw50 kit.wav,ok,kʰi,kʰ/i,2,0.6272544860839844,0.48616780045351476,e1759130eba7e754c113b11a58b04206bf3010de61fca85699c967f80ce206d6,
AN19-rec-b312390e6bf39a127db2,AN19.KOR.kf1,KOR,pawn,kf1hw51 pawn.wav,ok,pʰɑ̃n,pʰ/ɑ̃/n,3,0.7561155160268148,0.5746938775510204,007fd212c833cd2c56e4ed63d6b287f6fd8901ebd974a9dab035a5eded653149,
AN19-rec-c4b391fbfedb4dab5b89,AN19.KOR.kf1,KOR,bun,kf1hw52 bun.wav,ok,pn,p/n,2,0.6375017464160919,0.4061224489795918,4c7322c352fffc9b5810f34a2998494cd627e9e99d5b036ae1ca0724b642ffcb,
AN19-rec-1662fccba8064a3534d9,AN19.KOR.kf1,KOR,gut,kf1hw53 gut.wav,ok,kt,k/t,2,0.5665180534124374,0.4629931972789116,6a8e3d8384ce6714efa2dc0a070ec4a7040c11361f00ae730d466793c5200b54,
AN19-rec-4ac7bda6a7baa4787421,AN19.KOR.kf1,KOR,lice,kf1hw54 lice.wav,ok,laɪz,l/a/ɪ/z,4,0.8430118560791016,0.6675736961451247,8addd562c888b2dc642a38346fa830914880c3400b270f2c28eae1739ee09828,
AN19-rec-6dfe8e59bc154cb87744,AN19.KOR.kf1,KOR,mid,kf1hw55 mid.wav,ok,mi,m/i,2,0.9881596267223358,0.42376417233560093,cda0bca9c1e2b163478d6f344183c67514bc29e162a0cb96369daceed84726ec,
AN19-rec-c83ac1c2e37690856a88,AN19.KOR.kf1,KOR,wick,kf1hw56 wick.wav,ok,wik,w/i/k,3,0.889812191327413,0.5137414965986394,002cd454f899fe886f287a41405077dcb770ccb57bab29a596c8a22ad19e2430,
AN19-rec-64d777c052ba9569970c,AN19.KOR.kf1,KOR,hurl,kf1hw57 hurl.wav,ok,hɔ,h/ɔ,2,0.27858538925647736,0.5645351473922903,613ed89311a01f17eb947b0022f339787bf84c1794e795b8af1ae5c416d9088d,
AN19-rec-e3949d4c00bf54f00ee2,AN19.KOR.kf1,KOR,mote,kf1hw58 mote.wav,ok,mot,m/o/t,3,0.7564372519652048,0.626938775510204,02cc1b38b20b664c36221912004215fb00fa977a48c472bbb8ac35641fc3cc76,
AN19-rec-d278e834ef9ea0f30510,AN19.KOR.kf1,KOR,teat,kf1hw59 teat.wav,ok,,,0,,0.4715192743764172,2ddda7f96e710a5124a23c4b4e3f584e051a9f4616b5089c03f5f4e785876e29,
AN19-rec-28756e69ed472782579f,AN19.KOR.kf1,KOR,hash,kf1hw60 hash.wav,ok,hɛʃ,h/ɛ/ʃ,3,0.6308853328227997,0.5935600907029478,6ad26595c19de3af32741e1178587db2c40fab1b02727f1b2e0b64fa3215331d,
AN19-rec-92c6742a6d2f047f442a,AN19.KOR.kf1,KOR,hid,kf1hw61 hid.wav,ok,hit,h/i/t,3,0.8805555701255798,0.44675736961451246,04300a05a65ab136219e046fabea786e6fee1931fd8c8cf4b4a270fce6250154,
AN19-rec-c8ef21751ed552df2a28,AN19.KOR.kf1,KOR,hoot,kf1hw62 hoot.wav,ok,hut,h/u/t,3,0.7716512183348337,0.6138775510204082,67048f298762ee13f37587d09797802624a95db082429b483ddceddb3eeea215,
AN19-rec-896d790857da454c0898,AN19.KOR.kf1,KOR,mace,kf1hw63 mace.wav,ok,mes,m/e/s,3,0.7023104429244995,0.5340589569160997,a1ffb59c646c19338416e8b6e7018221438bed3833b23efa5ac1f54811597b7c,
AN19-rec-0c904eb7cbcf26199414,AN19.KOR.kf1,KOR,main,kf1hw64 main.wav,ok,men,m/e/n,3,0.7407204508781433,0.5326077097505669,65826f5d8ccfb5ccca89f92af9ae3c4438d004581b2ace4bb3a4d232fd8aae63,
AN19-rec-ff3e3bcbb19007ecc9d5,AN19.KOR.kf1,KOR,moan,kf1hw65 moan.wav,ok,muŋ,m/u/ŋ,3,0.6013825535774231,0.4905215419501134,9e0579df98881f0d94d61390376c117fbc3a3c6f8973d7a31df9747e2a0f45cc,
AN19-rec-a2266d6abf34fd99a56d,AN19.KOR.kf1,KOR,mum,kf1hw66 mum.wav,ok,mam,m/a/m,3,0.9049984018007914,0.5355102040816326,62bfc24ae1f78bfdde201ef51b6c06ac4012a8bdb3e0799b3f1634f5e1a09917,
AN19-rec-06f42e51b5064100dbcc,AN19.KOR.kf1,KOR,rim,kf1hw67 rim.wav,ok,rim,r/i/m,3,0.5953691105047861,0.519546485260771,dd81cec47ebff99372a03c713dcc7a26906c4c82f075ef1fdda756dfe3d3e485,
AN19-rec-f816ff1618918c6b08d0,AN19.KOR.kf1,KOR,route,kf1hw68 route.wav,ok,ɹaʊt,ɹ/a/ʊ/t,4,0.8856024146080017,0.5834013605442177,8c6f4513dd7e8fb615b51eaaa0c0289063aea90c68ed938799af9f5c34fb856f,
AN19-rec-a286ccb376ed6ac8c261,AN19.KOR.kf1,KOR,wail,kf1hw69 wail.wav,ok,we,w/e,2,0.8137567043304443,0.5253514739229025,696268abe72524c26d2bb2c64b26e5d725beafec4e42085e447fe4c270cb98f6,
AN19-rec-6a8d7eb7215d82cb81bc,AN19.KOR.kf1,KOR,hum,kf1hw70 hum.wav,ok,,,0,,0.4440816326530612,9c21063a168602df299a5dd09b14bcffb693a0e4acefc586e606ca00105c81c2,
AN19-rec-0eb4efc0cddc4ed671c4,AN19.KOR.kf1,KOR,sill,kf1hw71 sill.wav,ok,si,s/i,2,0.6091210246086121,0.6138775510204082,2cf7bbdc66c819e71a3cb8a2195d9afc10707844f029abae2d0ff458e4738a76,
AN19-rec-468db8199acc7edd6484,AN19.KOR.kf1,KOR,beak,kf1hw72 beak.wav,ok,pi,p/i,2,0.8563159704208374,0.483265306122449,fb188045f9a9cffdf297cc067359172c7aa28b3a8f2e2ea9b1c94b09751577ec,
AN19-rec-864ba072a94206c48eae,AN19.KOR.kf1,KOR,hag,kf1hw73 hag.wav,ok,h,h,1,0.635527491569519,0.54421768707483,d39ddf226c863051c3e7dffa6642f90731e6e6306306d8aa1e883f581763d46f,
AN19-rec-ffda4fada93a7b4a686b,AN19.KOR.kf1,KOR,wave,kf1hw74 wave.wav,ok,we,w/e,2,0.6322959512472153,0.6429024943310657,c7936e2b67ec3d6579211830fd83d7f7ec6ae937caf93b15c3e3d1cdff67ee36,
AN19-rec-8c62fd98307d3ea739d7,AN19.KOR.kf1,KOR,weed,kf1hw75 weed.wav,ok,wi,w/i,2,0.7171497046947479,0.5369614512471655,e8eef3694c361ec64163c9145d356e8b51a3cf94dd735b858cbc8382becfc98d,
AN19-rec-9dc898a966b141535f8d,AN19.KOR.kf2,KOR,was,Kf2ew01 was.wav,ok,wɑz,w/ɑ/z,3,0.9866023659706116,0.7056689342403628,1d76d1b69e898f444a81227bb93b2b640b7b7878b1dabd8ed5420202adc848a4,
AN19-rec-aeac2ff44f175e700eb6,AN19.KOR.kf2,KOR,down,KF2ew02 down.wav,ok,taʊ̃n,t/a/ʊ̃/n,4,0.9334468692541122,0.5494784580498866,0cefa35dafe805e85475e1b784cdef37e1afe2e73e88649d7ed01347b78c2a64,
AN19-rec-3b9d6b23b33430fab9b4,AN19.KOR.kf2,KOR,work,Kf2ew03 work.wav,ok,wɜ˞k,w/ɜ˞/k,3,0.8330788016319275,0.6414965986394557,87f1529bcfdd86837361f443b5b75c400af062fb65014d491c75db20750a890b,
AN19-rec-a18b53155fc349851df8,AN19.KOR.kf2,KOR,long,Kf2ew04 long.wav,ok,lɔŋ,l/ɔ/ŋ,3,0.7226363321145376,0.6440816326530612,eb3a292fd53e0909a5dab34572dc209c459c04a1d5e027dce1ade11bb4441d74,
AN19-rec-7c89b7a267ad834a4626,AN19.KOR.kf2,KOR,both,KF2ew05 both.wav,ok,poθ,p/o/θ,3,0.908334493637085,0.5391836734693878,2ac2a7e64b637c6e2a497c814b892b421298d48fa6eece59506582c32ad43324,
AN19-rec-17ace442f21ff4e73874,AN19.KOR.kf2,KOR,thought,KF2ew06 thought.wav,ok,θɔt,θ/ɔ/t,3,0.8184822797775269,0.5694331065759637,faa46f73a241d1a21a93fc0443f55073f164183087954a4c53c32c79780c8b0c,
AN19-rec-d8cc9cc3ed7ce4d5d4ba,AN19.KOR.kf2,KOR,does,KF2ew07 does.wav,ok,a,a,1,0.21640610694885254,0.4952834467120181,bba6e019a37afb31e9f7e2642c62ad0eae578f898364b79b2a836f02ec4a0830,
AN19-rec-12c2f6bd772b87214a69,AN19.KOR.kf2,KOR,put,KF2ew08 put.wav,ok,pʰʊt,pʰ/ʊ/t,3,0.49148082733154297,0.4337414965986395,78b4659b2b777e27b2348824bbd16654d31d14bc6c1530b102c7eea8522ed475,
AN19-rec-e5eb2fea13c36c4999f7,AN19.KOR.kf2,KOR,give,KF2ew09 give.wav,ok,ke,k/e,2,0.765672117471695,0.4691609977324263,a6e73e076a4e85fe07adc0b69e5f7571fe15747fc2ee4f1e5a912d97171f3c87,
AN19-rec-f7354bbfe8f01b7e29a3,AN19.KOR.kf2,KOR,young,KF2ew10 young.wav,ok,ŋ,ŋ,1,0.7354354858398438,0.6476643990929705,a8d2776fa916dbbc776c13c4658db64fcbe5454a350846340869964ad69d5954,
AN19-rec-546b04e7bc302002a1d2,AN19.KOR.kf2,KOR,thing,KF2ew11 thing.wav,ok,fiŋ,f/i/ŋ,3,0.7368861436843872,0.5322902494331065,43c974e032d0c3659141a884ea120733b599eb5b732bc2872bedfeff54551d01,
AN19-rec-ca613b92a997e29e66f9,AN19.KOR.kf2,KOR,peace,Kf2ew12 peace.wav,ok,pʰis,pʰ/i/s,3,0.8549169699350992,0.5641723356009071,f72ad6c13093659837dfc627a05a574c16900b238c5713dbf52060d124f82946,
AN19-rec-80e53292376612211394,AN19.KOR.kf2,KOR,god,Kf2ew13 god.wav,ok,kɑd,k/ɑ/d,3,0.7082646091779073,0.5794104308390022,494765ca8eb91d92d8220b7c83f7174e429e9c849847e05bd9c02607351c51c0,
AN19-rec-1a63bbaf82b03853b4b3,AN19.KOR.kf2,KOR,five,Kf2ew14 five.wav,ok,faɪv,f/a/ɪ/v,4,0.9755868315696716,0.4721541950113379,99ed05ead3e0eef7f7982bf09833dd482f39e65c9c4cf22bcc9f953342813a02,
AN19-rec-e53a76394418174fdf9b,AN19.KOR.kf2,KOR,gave,Kf2ew15 gave.wav,ok,ke,k/e,2,0.5635506510734558,0.5457142857142857,c3385576c67a30c8754d803c3afaeb0d889618552dd0a21fd997ca2f66907d09,
AN19-rec-b1df9904d52d87c57c05,AN19.KOR.kf2,KOR,death,Kf2ew16 death.wav,ok,ɛθ,ɛ/θ,2,0.9038258194923401,0.449750566893424,a39f2595fd35772dcb98f3242f5f94ca25bbb08b7f65d9d000921ed39f5c5521,
AN19-rec-e0ef565bc4e43f9ec4f0,AN19.KOR.kf2,KOR,shall,Kf2ew17 shall.wav,ok,,,0,,0.4382312925170068,9ed73d4263f1fd57b00f51db41146456cf6531038ba36ec5b771b8f044ce226c,
AN19-rec-678f96ac632c87a5572f,AN19.KOR.kf2,KOR,real,Kf2ew18 real.wav,ok,wiɑɹ,w/i/ɑ/ɹ,4,0.890890046954155,0.46263038548752833,6b03a7651ccaeb4a46e17bc864f75a9a5aa55abf072c9b7aec0a84cb79ea2cff,
AN19-rec-024b12bad0d2032d49c1,AN19.KOR.kf2,KOR,south,Kf2ew19 south.wav,ok,saʊθ,s/a/ʊ/θ,4,0.8446647226810455,0.6958276643990929,9e2ce3a61f71c8819526879a9b1b78155508d915f37cdaf721804c9ae4aab245,
AN19-rec-7076c8580ce1097e9477,AN19.KOR.kf2,KOR,job,Kf2ew20 job.wav,ok,,,0,,0.3240816326530612,f2beca455cd05a9eb29a7c07a385ab9f19be81e8e433b2912a2525e4eef14dba,
AN19-rec-958d1eec216dc6243d97,AN19.KOR.kf2,KOR,love,Kf2ew21 love.wav,ok,lav,l/a/v,3,0.818860391775767,0.5677551020408164,a9ddebfd59b607f58066d0d85b3cb9c56f58c7e5ff596b0754df18885025d19c,
AN19-rec-368daaaae18b9ee2e5af,AN19.KOR.kf2,KOR,full,Kf2ew22 full.wav,ok,fʊ,f/ʊ,2,0.667698472738266,0.6432199546485261,579ce282a08571f78d35a12381e2373e9001d45140d3750f1429db2c9f4bcff8,
AN19-rec-fe9496fd9aa95d2594de,AN19.KOR.kf2,KOR,wife,Kf2ew23 wife.wav,ok,waɪf,w/a/ɪ/f,4,0.8838144540786743,0.4820408163265306,83837200a1357bb1c4c7e919070d64f79b76c97f705ee9bed298eeb55f903648,
AN19-rec-ed24df4cdf97f2464574,AN19.KOR.kf2,KOR,voice,Kf2ew24 voice.wav,ok,vɔɪs,v/ɔ/ɪ/s,4,0.8430382311344147,0.6096598639455783,04085374393929d6e4032fb539abca6c84f89353affa8be30b5da95f0663b6da,
AN19-rec-47c987727ca48e51399c,AN19.KOR.kf2,KOR,girl,Kf2ew25 girl.wav,ok,kɔ,k/ɔ,2,0.5045327395200729,0.5322902494331065,31f24661a359bf6ea757d4876438314f7f5224029f345b696d4c25d9996cab07,
AN19-rec-bfcf3659f8528419aecf,AN19.KOR.kf2,KOR,live,Kf2ew26 live.wav,ok,laiv,l/a/i/v,4,0.6585222333669662,0.46843537414965986,268f4ded5ac740e553115c2d317e34f6864fcb90c4f7d7747edbfa8c26422646,
AN19-rec-65985b965ce0e520a774,AN19.KOR.kf2,KOR,move,kf2ew27 move.wav,ok,bu,b/u,2,0.6653940230607986,0.5272108843537415,d39fa653cade3e1884185836329a5ff3c8d312cda8df1da687a8f9fd915c280e,
AN19-rec-78cc214681966651b605,AN19.KOR.kf2,KOR,food,kf2ew28 food.wav,ok,ft,f/t,2,0.6417402923107147,0.6461678004535147,f19b3e619fc2ba2dee4b6b437079915be5f057e7279cc6b42fdcd464f51399f7,
AN19-rec-546d782ff77559bdd27f,AN19.KOR.kf2,KOR,size,Kf2ew29 size.wav,ok,saɪz,s/a/ɪ/z,4,0.9074393212795258,0.7208163265306122,4ff168d79d940b09a6f5dd090c3849babc77134b3a0285c17aef6c313d465240,
AN19-rec-1dfc5315b438d85a41ae,AN19.KOR.kf2,KOR,cause,kf2ew30 cause.wav,ok,kʰɔz,kʰ/ɔ/z,3,0.8464096387227377,0.5894331065759637,163ecc3c85c377b8279f6cd2db5ff0998079a89f51062133eed1d4f68114992a,
AN19-rec-2d834d62153fc1936907,AN19.KOR.kf2,KOR,wrong,KF2ew31 wrong.wav,ok,ɹɔ̃ŋ,ɹ/ɔ̃/ŋ,3,0.9671305616696676,0.6276643990929706,899b0e51b00adc09628dde1721b6f4ef14f0ab25bc994f0380c600ac5443f09a,
AN19-rec-2e9ba98a994f0c72b7c7,AN19.KOR.kf2,KOR,chief,kf2ew32 chief.wav,ok,ʃif,ʃ/i/f,3,0.7819790442784628,0.6006802721088436,b55cbdf6db76fa5baef8bdd8885cb1a4cebb582edcc6c6fd40feb766a8e84d58,
AN19-rec-e49bf511244d415d2af6,AN19.KOR.kf2,KOR,faith,kf2ew33 faith.wav,ok,feɪθ,f/e/ɪ/θ,4,0.8809516876935959,0.514421768707483,16ff6ffb5d3a8b7aab40a9e265c9e41b885c8b700527a6e9fa54bab8347386a7,
AN19-rec-5234466808dc2e29c6c6,AN19.KOR.kf2,KOR,pool,kf2ew34 pool.wav,ok,pʰuɹ,pʰ/u/ɹ,3,0.8085813919703165,0.5803174603174603,51854142e66f118478bb81e0268d84413c098ca4b51b52f9e808dddd88607c96,
AN19-rec-c58c819aed359bbb7797,AN19.KOR.kf2,KOR,deep,kf2ew35 deep.wav,ok,tip,t/i/p,3,0.699778139591217,0.632562358276644,8a53d2e0b37430882efa82071b3f35cbe72d498125ac8c312440bb0d8c5af0eb,
AN19-rec-2ddb6d36aee71bd87955,AN19.KOR.kf2,KOR,firm,kf2ew36 firm.wav,ok,fɑɹm,f/ɑ/ɹ/m,4,0.9698735326528549,0.6629024943310657,58a6964c2f423dbcd81278db2f4d9215251f476e924d56af3f6a3e2f446eda17,
AN19-rec-045b1672c6d0ea9ffbce,AN19.KOR.kf2,KOR,serve,kf2ew37 serve.wav,ok,sɜ˞v,s/ɜ˞/v,3,0.7591026027997335,0.7015419501133787,5db417dfd9ec4c56446fd8f42661ebd7b1bc9b4de0dd2ee17449523f8529462d,
AN19-rec-fb032fc6b9f6f09bcb47,AN19.KOR.kf2,KOR,reach,kf2ew38 reach.wav,ok,witʃ,w/i/t/ʃ,4,0.7009838446974754,0.8783673469387755,e10d0bcc4b55a083d3d858582e8870fe9bafad9ac16f9d15617a4279ea46ca34,
AN19-rec-98721bd6b63d1e8ed822,AN19.KOR.kf2,KOR,mouth,kf2ew39 mouth.wav,ok,maʊθ,m/a/ʊ/θ,4,0.9840971380472183,0.6178231292517007,3cdaf9fadb1a7477418ef0faae05ce4949760a04a98d0d56e94581014c2a1dd5,
AN19-rec-83058f5fba91e07f8ad9,AN19.KOR.kf2,KOR,teeth,kf2ew40 teeth.wav,ok,tʰiv,tʰ/i/v,3,0.5958727995554606,0.5399546485260771,390714a292ec1cc4270e2000602adabd7bc72e953bd6908f0a0df33e7b45800f,
AN19-rec-be82cc555e23fdcd51f9,AN19.KOR.kf2,KOR,gas,kf2ew41 gas.wav,ok,kɛs,k/ɛ/s,3,0.8546767830848694,0.5466666666666666,7f1882fc7c987d2881e27d402c670d4fe87cd636566c55fb57b4fa53841284d3,
AN19-rec-0fe670beda9b2014907d,AN19.KOR.kf2,KOR,jack,kf2ew42 jack.wav,ok,d͡ʒæk,d͡ʒ/æ/k,3,0.745119571685791,0.5124263038548753,ed1d42cfccee8328da530d9af52663669f0c2bba48a3222552d80d1f7a59a62a,
AN19-rec-676586cda4bd75807f08,AN19.KOR.kf2,KOR,check,kf2ew43 check.wav,ok,t͡ʃɑk,t͡ʃ/ɑ/k,3,0.5412088533242544,0.5179591836734694,5b355913f9cc9c2e3ae17b76e4da6a60f2d0a7270d32dddeed9bee88e1650764,
AN19-rec-ed3cf19d8076e4089859,AN19.KOR.kf2,KOR,king,kf2ew44 king.wav,ok,kʰiŋ,kʰ/i/ŋ,3,0.6336907148361206,0.5646712018140589,8a4045be8fba8bad915348128ada9f6c4575c5ae8a241f690183ab1971703c37,
AN19-rec-738e26c41fcf6785959e,AN19.KOR.kf2,KOR,shape,kf2ew45 shape.wav,ok,ʃe,ʃ/e,2,0.30483292043209076,0.4397278911564626,86d77bfacb0d88a1c116669753f4a719aa23f6fa808a6cf0c9ba91d4775e8401,
