dataset_id,feature_key,scope,fold,model_id,formula,optimizer,random_structure,selection_reason,n_rows,fit_ok,singular,convergence,warnings,error,log_likelihood,deviance,AIC,n_observations
AN19,mfcc_static_spectral12,cv_train,2.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1482.3966755194,2264.07900293583,2984.7933510388,3789
AN19,mfcc_static_spectral12,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1493.46987843897,2253.90048723409,2994.93975687793,3789
AN19,mfcc_static_spectral12,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1492.34634575921,2256.38767161324,2994.69269151843,3789
AN19,mfcc_static_spectral12,full,,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2154.62323526619,3513.29075001576,4327.24647053238,5685
AN19,mfcc_static_spectral12,full,,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2154.54868763748,3513.73012749583,4329.09737527496,5685
AN19,mfcc_static_spectral12,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2163.52404195087,3505.27726961989,4335.04808390174,5685
AN19,mfcc_static_spectral12,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2163.16163253529,3507.00950865263,4336.32326507059,5685
AN19,strf24_legacy,cv_train,0.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1537.59651173842,2378.16891547812,3091.19302347684,3791
AN19,strf24_legacy,cv_train,0.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1527.14453980642,2387.02511239195,3072.28907961284,3791
AN19,strf24_legacy,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1545.65623608356,2371.99053837189,3097.31247216711,3791
AN19,strf24_legacy,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1533.73952574314,2384.14496940042,3075.47905148629,3791
AN19,strf24_legacy,cv_train,1.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1483.48028049001,2291.89537410068,2984.96056098002,3790
AN19,strf24_legacy,cv_train,1.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1478.78085380008,2303.22457913846,2977.56170760016,3790
AN19,strf24_legacy,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1490.5941929081,2285.76083666709,2989.1883858162,3790
AN19,strf24_legacy,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1485.8545672412,2297.10083846696,2981.7091344824,3790
AN19,strf24_legacy,cv_train,2.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1482.78500653523,2263.63011342191,2983.57001307046,3789
AN19,strf24_legacy,cv_train,2.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1479.2169009232,2273.05315563423,2978.4338018464,3789
AN19,strf24_legacy,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1493.46987843897,2253.90048723409,2994.93975687793,3789
AN19,strf24_legacy,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1488.88980935247,2266.75160105756,2987.77961870493,3789
AN19,strf24_legacy,full,,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2154.62323526619,3513.29075001576,4327.24647053238,5685
AN19,strf24_legacy,full,,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2149.94429654994,3520.72691284646,4319.88859309987,5685
AN19,strf24_legacy,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2163.52404195087,3505.27726961989,4335.04808390174,5685
AN19,strf24_legacy,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2157.85578646786,3515.6448812415,4325.71157293571,5685
AN19,strf_direction_negative,cv_train,0.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1537.57537145207,2378.17636998301,3093.15074290414,3791
AN19,strf_direction_negative,cv_train,0.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1529.86997485303,2384.72368769129,3079.73994970606,3791
AN19,strf_direction_negative,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1544.83843131212,2372.7282582166,3097.67686262424,3791
AN19,strf_direction_negative,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1535.52110842165,2383.25343055381,3081.04221684329,3791
AN19,strf_direction_negative,cv_train,1.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1483.48028049001,2291.89537410068,2984.96056098002,3790
AN19,strf_direction_negative,cv_train,1.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1480.24157421721,2299.41540374513,2980.48314843443,3790
AN19,strf_direction_negative,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1490.5941929081,2285.76083666709,2989.1883858162,3790
AN19,strf_direction_negative,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1487.1084817915,2294.00560144046,2984.21696358301,3790
AN19,strf_direction_negative,cv_train,2.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1482.78500653523,2263.63011342191,2983.57001307046,3789
AN19,strf_direction_negative,cv_train,2.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1478.92322091731,2270.72150855778,2977.84644183462,3789
AN19,strf_direction_negative,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1493.46987843897,2253.90048723409,2994.93975687793,3789
AN19,strf_direction_negative,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1487.82871483662,2266.26332171932,2985.65742967324,3789
AN19,strf_direction_negative,full,,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2154.62323526619,3513.29075001576,4327.24647053238,5685
AN19,strf_direction_negative,full,,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2150.79684217789,3518.36711590155,4321.59368435578,5685
AN19,strf_direction_negative,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2163.52404195087,3505.27726961989,4335.04808390174,5685
AN19,strf_direction_negative,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2158.31180942933,3514.31340788531,4326.62361885866,5685
AN19,strf_direction_positive,cv_train,0.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1537.59651173842,2378.16891547812,3091.19302347684,3791
AN19,strf_direction_positive,cv_train,0.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1526.43441468822,2387.98062857451,3070.86882937645,3791
AN19,strf_direction_positive,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1545.65623608356,2371.99053837189,3097.31247216711,3791
AN19,strf_direction_positive,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1533.94456304916,2382.78223593181,3075.88912609831,3791
AN19,strf_direction_positive,cv_train,1.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3790,True,False,ok,,,-1483.56612771165,2291.89939392211,2983.13225542329,3790
AN19,strf_direction_positive,cv_train,1.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3790,True,False,ok,,,-1478.08174090437,2305.67337903773,2974.16348180873,3790
AN19,strf_direction_positive,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3790,True,False,ok,,,-1491.52975096978,2285.112066282,2989.05950193956,3790
AN19,strf_direction_positive,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3790,True,False,ok,,,-1486.18994657851,2298.04918703598,2980.37989315703,3790
AN19,strf_direction_positive,cv_train,2.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1482.78500653523,2263.63011342191,2983.57001307046,3789
AN19,strf_direction_positive,cv_train,2.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1480.28797823379,2273.29008879592,2980.57595646758,3789
AN19,strf_direction_positive,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1493.46987843897,2253.90048723409,2994.93975687793,3789
AN19,strf_direction_positive,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1490.8756247758,2263.92718429673,2991.7512495516,3789
AN19,strf_direction_positive,full,,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,5685,True,False,ok,,,-2154.6688961614,3513.25019084121,4325.33779232281,5685
AN19,strf_direction_positive,full,,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,5685,True,False,ok,,,-2150.16189259501,3522.10645442809,4318.32378519002,5685
AN19,strf_direction_positive,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,5685,True,False,ok,,,-2164.38353504256,3504.57049701393,4334.76707008512,5685
AN19,strf_direction_positive,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,5685,True,False,ok,,,-2159.4176255816,3514.62321610994,4326.8352511632,5685
AN19,strf_rate_16,cv_train,0.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1537.57537145207,2378.17636998301,3093.15074290414,3791
AN19,strf_rate_16,cv_train,0.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",nloptwrap,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1532.81077146366,2389.22824756064,3085.62154292732,3791
AN19,strf_rate_16,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1544.83843131212,2372.7282582166,3097.67686262424,3791
AN19,strf_rate_16,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1540.01152030745,2384.4486879565,3090.0230406149,3791
AN19,strf_rate_16,cv_train,1.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1483.48028049001,2291.89537410068,2984.96056098002,3790
AN19,strf_rate_16,cv_train,1.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1481.98210658757,2301.11013418064,2983.96421317515,3790
AN19,strf_rate_16,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1490.5941929081,2285.76083666709,2989.1883858162,3790
AN19,strf_rate_16,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1489.38671886174,2293.51481677691,2988.77343772348,3790
AN19,strf_rate_16,cv_train,2.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1482.78500653523,2263.63011342191,2983.57001307046,3789
AN19,strf_rate_16,cv_train,2.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1481.54905766699,2271.3577010912,2983.09811533398,3789
AN19,strf_rate_16,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1493.46987843897,2253.90048723409,2994.93975687793,3789
AN19,strf_rate_16,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1492.06621832556,2262.62169115378,2994.13243665112,3789
AN19,strf_rate_16,full,,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2154.62323526619,3513.29075001576,4327.24647053238,5685
AN19,strf_rate_16,full,,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2153.75951132198,3518.98263113579,4327.51902264396,5685
AN19,strf_rate_16,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2163.52404195087,3505.27726961989,4335.04808390174,5685
AN19,strf_rate_16,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2162.62579693056,3511.29609614859,4335.25159386112,5685
AN19,strf_rate_2,cv_train,0.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1537.57537145207,2378.17636998301,3093.15074290414,3791
AN19,strf_rate_2,cv_train,0.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1536.50347429836,2380.98312234603,3093.00694859672,3791
AN19,strf_rate_2,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1544.83843131212,2372.7282582166,3097.67686262424,3791
AN19,strf_rate_2,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3791,True,False,ok,,,-1543.44895254501,2376.55357558333,3096.89790509002,3791
AN19,strf_rate_2,cv_train,1.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1483.48028049001,2291.89537410068,2984.96056098002,3790
AN19,strf_rate_2,cv_train,1.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1482.80128216894,2294.40819668464,2985.60256433788,3790
AN19,strf_rate_2,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1490.5941929081,2285.76083666709,2989.1883858162,3790
AN19,strf_rate_2,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3790,True,False,ok,,,-1490.01938071768,2287.89267070311,2990.03876143536,3790
AN19,strf_rate_2,cv_train,2.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1482.78500653523,2263.63011342191,2983.57001307046,3789
AN19,strf_rate_2,cv_train,2.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1482.11199426788,2265.43343267569,2984.22398853575,3789
AN19,strf_rate_2,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1493.46987843897,2253.90048723409,2994.93975687793,3789
AN19,strf_rate_2,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,3789,True,False,ok,,,-1492.52394742546,2256.57533744166,2995.04789485091,3789
AN19,strf_rate_2,full,,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2154.62323526619,3513.29075001576,4327.24647053238,5685
AN19,strf_rate_2,full,,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2154.05974278555,3514.99085241626,4328.1194855711,5685
AN19,strf_rate_2,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2163.52404195087,3505.27726961989,4335.04808390174,5685
AN19,strf_rate_2,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,primary registered structure accepted,5685,True,False,ok,,,-2162.78183758287,3507.62842587298,4335.56367516574,5685
AN19,strf_rate_4,cv_train,0.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1537.59651173842,2378.16891547812,3091.19302347684,3791
AN19,strf_rate_4,cv_train,0.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1529.59686011552,2379.19720505221,3077.19372023104,3791
AN19,strf_rate_4,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,talker random-intercept candidate was singular or failed convergence,3791,True,False,ok,,,-1545.65623608356,2371.99053837189,3097.31247216711,3791
