analysis,canonical_phone,language,branch,mean_distance,ci_low,ci_high,n_talkers,n_word_types_min,n_word_types_max,ci_status
six_reference_complete,m,Somali,Afro-Asiatic,33.46345670119241,,,1,9,9,not_estimable_one_talker
six_reference_complete,m,Spanish,Romance,37.775673878229036,35.16488871124209,40.683679985017605,12,6,9,talker_bootstrap_95pct
six_reference_complete,m,Turkish,Turkic,36.67717191760793,,,1,8,8,not_estimable_one_talker
six_reference_complete,n,Albanian,Albanian,29.145128679910385,,,1,2,2,not_estimable_one_talker
six_reference_complete,n,Dutch,Germanic,44.93818103379821,,,1,2,2,not_estimable_one_talker
six_reference_complete,n,French,Romance,29.104201395189133,,,1,1,1,not_estimable_one_talker
six_reference_complete,n,German,Germanic,32.495207778368226,,,1,1,1,not_estimable_one_talker
six_reference_complete,n,Hindi,Indo-Aryan,36.46647563154488,,,1,2,2,not_estimable_one_talker
six_reference_complete,n,Japanese,Japonic,73.93774952874234,,,1,2,2,not_estimable_one_talker
six_reference_complete,n,Korean,Koreanic,37.35000583977172,31.613155615228663,44.683650441296166,11,1,2,talker_bootstrap_95pct
six_reference_complete,n,Mandarin,Sino-Tibetan,48.47019117145577,,,1,2,2,not_estimable_one_talker
six_reference_complete,n,Romanian,Romance,43.20343023872496,,,1,2,2,not_estimable_one_talker
six_reference_complete,n,Russian,Slavic,32.65465371334695,,,1,1,1,not_estimable_one_talker
six_reference_complete,n,Somali,Afro-Asiatic,28.16361810330154,,,1,1,1,not_estimable_one_talker
six_reference_complete,n,Spanish,Romance,44.244606495649464,37.11903720589696,50.422339305946764,9,1,2,talker_bootstrap_95pct
six_reference_complete,n,Turkish,Turkic,52.23234679110211,,,1,1,1,not_estimable_one_talker
six_reference_complete,ng,Albanian,Albanian,19.31604254244243,,,1,1,1,not_estimable_one_talker
six_reference_complete,ng,Bengali,Indo-Aryan,53.309784547353175,,,1,2,2,not_estimable_one_talker
six_reference_complete,ng,Dutch,Germanic,20.96077712995521,,,1,2,2,not_estimable_one_talker
six_reference_complete,ng,French,Romance,45.20896376139415,,,1,2,2,not_estimable_one_talker
six_reference_complete,ng,German,Germanic,27.071773530236303,,,1,2,2,not_estimable_one_talker
six_reference_complete,ng,Hindi,Indo-Aryan,46.320137298034055,,,1,2,2,not_estimable_one_talker
six_reference_complete,ng,Japanese,Japonic,41.50520676431914,,,1,2,2,not_estimable_one_talker
six_reference_complete,ng,Korean,Koreanic,32.558650992626816,23.34218988706967,44.478059980580774,12,1,2,talker_bootstrap_95pct
six_reference_complete,ng,Mandarin,Sino-Tibetan,35.30851144725362,,,1,2,2,not_estimable_one_talker
six_reference_complete,ng,Romanian,Romance,52.81581690090247,,,1,2,2,not_estimable_one_talker
six_reference_complete,ng,Russian,Slavic,31.271472435426197,,,1,2,2,not_estimable_one_talker
six_reference_complete,ng,Somali,Afro-Asiatic,28.95532098797792,,,1,2,2,not_estimable_one_talker
six_reference_complete,ng,Spanish,Romance,31.44477621779009,26.32522869760888,37.85008209841539,11,1,2,talker_bootstrap_95pct
six_reference_complete,ng,Turkish,Turkic,18.933338225548663,,,1,1,1,not_estimable_one_talker
six_reference_complete,ow,Albanian,Albanian,49.26916560186845,,,1,2,2,not_estimable_one_talker
six_reference_complete,ow,Bengali,Indo-Aryan,47.85343928953582,,,1,2,2,not_estimable_one_talker
six_reference_complete,ow,Dutch,Germanic,35.22891216102481,,,1,2,2,not_estimable_one_talker
six_reference_complete,ow,French,Romance,42.75617123422284,,,1,2,2,not_estimable_one_talker
six_reference_complete,ow,German,Germanic,26.998937168465446,,,1,2,2,not_estimable_one_talker
six_reference_complete,ow,Hindi,Indo-Aryan,44.998285158505226,,,1,2,2,not_estimable_one_talker
six_reference_complete,ow,Japanese,Japonic,55.5395298836995,,,1,2,2,not_estimable_one_talker
six_reference_complete,ow,Korean,Koreanic,40.58035438597771,32.007397982962736,51.66736205920157,12,1,2,talker_bootstrap_95pct
six_reference_complete,ow,Mandarin,Sino-Tibetan,71.54661708121952,,,1,1,1,not_estimable_one_talker
six_reference_complete,ow,Romanian,Romance,29.207379787107985,,,1,2,2,not_estimable_one_talker
six_reference_complete,ow,Russian,Slavic,43.80183858653534,,,1,2,2,not_estimable_one_talker
six_reference_complete,ow,Somali,Afro-Asiatic,24.08856084887066,,,1,1,1,not_estimable_one_talker
six_reference_complete,ow,Spanish,Romance,33.91903892447993,28.374254560946138,40.325405141227975,12,1,2,talker_bootstrap_95pct
six_reference_complete,ow,Turkish,Turkic,37.56380077750523,,,1,1,1,not_estimable_one_talker
six_reference_complete,oy,Albanian,Albanian,39.27398948709989,,,1,3,3,not_estimable_one_talker
six_reference_complete,oy,Bengali,Indo-Aryan,38.0536241187018,,,1,3,3,not_estimable_one_talker
six_reference_complete,oy,Dutch,Germanic,38.07988603952803,,,1,3,3,not_estimable_one_talker
six_reference_complete,oy,French,Romance,36.08577237477884,,,1,3,3,not_estimable_one_talker
six_reference_complete,oy,German,Germanic,30.365791519717174,,,1,3,3,not_estimable_one_talker
six_reference_complete,oy,Hindi,Indo-Aryan,42.09031865436579,,,1,2,2,not_estimable_one_talker
six_reference_complete,oy,Japanese,Japonic,40.66483416376033,,,1,3,3,not_estimable_one_talker
six_reference_complete,oy,Korean,Koreanic,35.712911131976604,32.59146023052425,39.20804471298391,12,2,3,talker_bootstrap_95pct
six_reference_complete,oy,Mandarin,Sino-Tibetan,38.2400850166574,,,1,3,3,not_estimable_one_talker
six_reference_complete,oy,Romanian,Romance,36.101885541029816,,,1,3,3,not_estimable_one_talker
six_reference_complete,oy,Russian,Slavic,33.69263710963396,,,1,3,3,not_estimable_one_talker
six_reference_complete,oy,Somali,Afro-Asiatic,42.401288369814765,,,1,3,3,not_estimable_one_talker
six_reference_complete,oy,Spanish,Romance,35.54271915173505,32.483768716404214,39.12174604520498,12,2,3,talker_bootstrap_95pct
six_reference_complete,oy,Turkish,Turkic,43.59349382088464,,,1,3,3,not_estimable_one_talker
six_reference_complete,p,Albanian,Albanian,36.61610513315585,,,1,7,7,not_estimable_one_talker
six_reference_complete,p,Bengali,Indo-Aryan,35.91840986691303,,,1,8,8,not_estimable_one_talker
six_reference_complete,p,Dutch,Germanic,46.02539296506378,,,1,8,8,not_estimable_one_talker
six_reference_complete,p,French,Romance,43.712323946795735,,,1,8,8,not_estimable_one_talker
six_reference_complete,p,German,Germanic,29.34028584370565,,,1,8,8,not_estimable_one_talker
six_reference_complete,p,Hindi,Indo-Aryan,45.85693007760138,,,1,7,7,not_estimable_one_talker
six_reference_complete,p,Japanese,Japonic,34.17686345475305,,,1,7,7,not_estimable_one_talker
six_reference_complete,p,Korean,Koreanic,37.80297330242579,34.56513488686431,41.18723440730741,12,5,8,talker_bootstrap_95pct
six_reference_complete,p,Mandarin,Sino-Tibetan,30.45783188236536,,,1,5,5,not_estimable_one_talker
six_reference_complete,p,Romanian,Romance,40.36439549827398,,,1,8,8,not_estimable_one_talker
six_reference_complete,p,Russian,Slavic,41.1070106129397,,,1,8,8,not_estimable_one_talker
six_reference_complete,p,Somali,Afro-Asiatic,27.99661072157269,,,1,8,8,not_estimable_one_talker
six_reference_complete,p,Spanish,Romance,42.011388750862174,39.089947791523905,45.133604003213726,12,6,8,talker_bootstrap_95pct
six_reference_complete,p,Turkish,Turkic,33.504726020115186,,,1,7,7,not_estimable_one_talker
six_reference_complete,r,Albanian,Albanian,38.262694191619396,,,1,3,3,not_estimable_one_talker
six_reference_complete,r,Bengali,Indo-Aryan,31.13912172779035,,,1,3,3,not_estimable_one_talker
six_reference_complete,r,Dutch,Germanic,48.0676928787202,,,1,3,3,not_estimable_one_talker
six_reference_complete,r,French,Romance,64.6945482264502,,,1,2,2,not_estimable_one_talker
six_reference_complete,r,German,Germanic,48.82375092484199,,,1,2,2,not_estimable_one_talker
six_reference_complete,r,Hindi,Indo-Aryan,39.89387592390876,,,1,2,2,not_estimable_one_talker
six_reference_complete,r,Japanese,Japonic,39.788699071385956,,,1,3,3,not_estimable_one_talker
six_reference_complete,r,Korean,Koreanic,33.92390708816333,28.880202418744275,38.801770492877125,12,1,4,talker_bootstrap_95pct
six_reference_complete,r,Mandarin,Sino-Tibetan,20.49418263613778,,,1,2,2,not_estimable_one_talker
six_reference_complete,r,Romanian,Romance,44.822094900113946,,,1,2,2,not_estimable_one_talker
six_reference_complete,r,Russian,Slavic,27.680509766474813,,,1,3,3,not_estimable_one_talker
six_reference_complete,r,Somali,Afro-Asiatic,37.023416879860825,,,1,3,3,not_estimable_one_talker
six_reference_complete,r,Spanish,Romance,38.99713597385304,35.1707373830273,43.17207645356624,12,3,4,talker_bootstrap_95pct
six_reference_complete,r,Turkish,Turkic,32.528134466302795,,,1,3,3,not_estimable_one_talker
six_reference_complete,s,Albanian,Albanian,22.706669653951156,,,1,7,7,not_estimable_one_talker
six_reference_complete,s,Bengali,Indo-Aryan,22.076831921106887,,,1,5,5,not_estimable_one_talker
six_reference_complete,s,Dutch,Germanic,25.574606616892336,,,1,7,7,not_estimable_one_talker
six_reference_complete,s,French,Romance,25.112394740590833,,,1,6,6,not_estimable_one_talker
six_reference_complete,s,German,Germanic,25.346067668870372,,,1,6,6,not_estimable_one_talker
six_reference_complete,s,Hindi,Indo-Aryan,25.48919249872642,,,1,6,6,not_estimable_one_talker
six_reference_complete,s,Japanese,Japonic,25.809674065105206,,,1,7,7,not_estimable_one_talker
six_reference_complete,s,Korean,Koreanic,28.93748511718955,26.34266069486668,31.791467396359426,12,6,7,talker_bootstrap_95pct
six_reference_complete,s,Mandarin,Sino-Tibetan,44.665828741334586,,,1,7,7,not_estimable_one_talker
six_reference_complete,s,Romanian,Romance,24.17286729389239,,,1,6,6,not_estimable_one_talker
six_reference_complete,s,Russian,Slavic,21.53149107801309,,,1,7,7,not_estimable_one_talker
six_reference_complete,s,Somali,Afro-Asiatic,33.651465266904985,,,1,7,7,not_estimable_one_talker
six_reference_complete,s,Spanish,Romance,26.18553444871515,23.87422192453656,28.43521481520352,12,4,7,talker_bootstrap_95pct
six_reference_complete,s,Turkish,Turkic,25.264825008579994,,,1,6,6,not_estimable_one_talker
six_reference_complete,sh,Albanian,Albanian,20.20604136309132,,,1,4,4,not_estimable_one_talker
six_reference_complete,sh,Bengali,Indo-Aryan,44.08931705272434,,,1,4,4,not_estimable_one_talker
six_reference_complete,sh,Dutch,Germanic,25.1808463313771,,,1,2,2,not_estimable_one_talker
six_reference_complete,sh,French,Romance,16.757523911906887,,,1,4,4,not_estimable_one_talker
six_reference_complete,sh,German,Germanic,11.00676536363499,,,1,3,3,not_estimable_one_talker
six_reference_complete,sh,Hindi,Indo-Aryan,23.003192430160276,,,1,4,4,not_estimable_one_talker
six_reference_complete,sh,Japanese,Japonic,18.162715397704034,,,1,4,4,not_estimable_one_talker
six_reference_complete,sh,Korean,Koreanic,17.396240099078955,14.659260158610397,20.401431240918313,12,3,4,talker_bootstrap_95pct
six_reference_complete,sh,Mandarin,Sino-Tibetan,27.819920839659215,,,1,4,4,not_estimable_one_talker
six_reference_complete,sh,Romanian,Romance,19.565323635213783,,,1,4,4,not_estimable_one_talker
six_reference_complete,sh,Russian,Slavic,15.254494461789944,,,1,4,4,not_estimable_one_talker
six_reference_complete,sh,Somali,Afro-Asiatic,11.215514619373288,,,1,3,3,not_estimable_one_talker
six_reference_complete,sh,Spanish,Romance,21.30479086825856,17.361849975447363,25.27129980713822,12,2,4,talker_bootstrap_95pct
six_reference_complete,sh,Turkish,Turkic,16.724453801123037,,,1,4,4,not_estimable_one_talker
six_reference_complete,t,Albanian,Albanian,39.93299359726237,,,1,6,6,not_estimable_one_talker
six_reference_complete,t,Bengali,Indo-Aryan,58.853175632504836,,,1,7,7,not_estimable_one_talker
six_reference_complete,t,Dutch,Germanic,32.90531382785006,,,1,7,7,not_estimable_one_talker
six_reference_complete,t,French,Romance,56.5449123074921,,,1,6,6,not_estimable_one_talker
six_reference_complete,t,German,Germanic,39.90505059444995,,,1,7,7,not_estimable_one_talker
six_reference_complete,t,Hindi,Indo-Aryan,43.20420480574348,,,1,7,7,not_estimable_one_talker
six_reference_complete,t,Japanese,Japonic,72.01057127389598,,,1,5,5,not_estimable_one_talker
six_reference_complete,t,Korean,Koreanic,42.02633452242623,39.41810951284904,45.27070236976096,12,5,7,talker_bootstrap_95pct
six_reference_complete,t,Mandarin,Sino-Tibetan,48.723708729212866,,,1,7,7,not_estimable_one_talker
six_reference_complete,t,Romanian,Romance,52.75935577770004,,,1,5,5,not_estimable_one_talker
six_reference_complete,t,Russian,Slavic,41.610260451190115,,,1,7,7,not_estimable_one_talker
six_reference_complete,t,Somali,Afro-Asiatic,40.15654269013145,,,1,7,7,not_estimable_one_talker
six_reference_complete,t,Spanish,Romance,50.308007574835464,46.47302667275328,54.15021009195899,12,5,7,talker_bootstrap_95pct
six_reference_complete,t,Turkish,Turkic,41.0711854192818,,,1,7,7,not_estimable_one_talker
six_reference_complete,th,Albanian,Albanian,48.032217037683345,,,1,7,7,not_estimable_one_talker
six_reference_complete,th,Bengali,Indo-Aryan,41.45406209799998,,,1,5,5,not_estimable_one_talker
six_reference_complete,th,Dutch,Germanic,55.53627997188463,,,1,7,7,not_estimable_one_talker
six_reference_complete,th,French,Romance,41.59134862838297,,,1,6,6,not_estimable_one_talker
six_reference_complete,th,German,Germanic,40.812020142792385,,,1,7,7,not_estimable_one_talker
six_reference_complete,th,Hindi,Indo-Aryan,47.51707299256416,,,1,6,6,not_estimable_one_talker
six_reference_complete,th,Japanese,Japonic,44.382594362940395,,,1,7,7,not_estimable_one_talker
six_reference_complete,th,Korean,Koreanic,43.95766744902965,41.17439863876448,47.04624055270255,12,4,7,talker_bootstrap_95pct
six_reference_complete,th,Mandarin,Sino-Tibetan,44.836592775155836,,,1,7,7,not_estimable_one_talker
six_reference_complete,th,Romanian,Romance,42.82375645277536,,,1,6,6,not_estimable_one_talker
six_reference_complete,th,Russian,Slavic,42.550533227369314,,,1,7,7,not_estimable_one_talker
six_reference_complete,th,Somali,Afro-Asiatic,40.87192276116552,,,1,5,5,not_estimable_one_talker
six_reference_complete,th,Spanish,Romance,46.330348261694404,43.38077753865174,50.00445039149924,12,4,7,talker_bootstrap_95pct
six_reference_complete,th,Turkish,Turkic,40.68209394665944,,,1,6,6,not_estimable_one_talker
six_reference_complete,uh,Albanian,Albanian,33.539243578277436,,,1,2,2,not_estimable_one_talker
six_reference_complete,uh,Bengali,Indo-Aryan,35.485400401106986,,,1,2,2,not_estimable_one_talker
six_reference_complete,uh,Dutch,Germanic,33.85989846616776,,,1,2,2,not_estimable_one_talker
six_reference_complete,uh,French,Romance,30.84432336841041,,,1,2,2,not_estimable_one_talker
six_reference_complete,uh,German,Germanic,26.514762874367534,,,1,2,2,not_estimable_one_talker
six_reference_complete,uh,Hindi,Indo-Aryan,49.87270831559499,,,1,2,2,not_estimable_one_talker
six_reference_complete,uh,Japanese,Japonic,42.2006912945613,,,1,2,2,not_estimable_one_talker
six_reference_complete,uh,Korean,Koreanic,35.23570597607426,31.578969908365366,38.9882641230691,12,1,2,talker_bootstrap_95pct
six_reference_complete,uh,Mandarin,Sino-Tibetan,45.334308330778846,,,1,1,1,not_estimable_one_talker
six_reference_complete,uh,Romanian,Romance,29.894646472692806,,,1,2,2,not_estimable_one_talker
six_reference_complete,uh,Russian,Slavic,29.94165870473779,,,1,2,2,not_estimable_one_talker
six_reference_complete,uh,Somali,Afro-Asiatic,31.704523629370016,,,1,2,2,not_estimable_one_talker
six_reference_complete,uh,Spanish,Romance,31.87546023330376,26.956551528479423,37.53910393413892,12,1,2,talker_bootstrap_95pct
six_reference_complete,uh,Turkish,Turkic,30.810839162105836,,,1,1,1,not_estimable_one_talker
six_reference_complete,uw,Albanian,Albanian,32.420374427609026,,,1,3,3,not_estimable_one_talker
six_reference_complete,uw,Bengali,Indo-Aryan,21.95717158838254,,,1,3,3,not_estimable_one_talker
six_reference_complete,uw,Dutch,Germanic,28.79531962415159,,,1,3,3,not_estimable_one_talker
six_reference_complete,uw,French,Romance,30.15293844784873,,,1,3,3,not_estimable_one_talker
six_reference_complete,uw,German,Germanic,19.274246509074764,,,1,3,3,not_estimable_one_talker
six_reference_complete,uw,Hindi,Indo-Aryan,31.457929899444355,,,1,3,3,not_estimable_one_talker
six_reference_complete,uw,Japanese,Japonic,23.660052186814948,,,1,3,3,not_estimable_one_talker
six_reference_complete,uw,Korean,Koreanic,28.26346079440424,23.042480277742627,34.70899922833229,12,2,3,talker_bootstrap_95pct
six_reference_complete,uw,Mandarin,Sino-Tibetan,32.413923018028456,,,1,3,3,not_estimable_one_talker
six_reference_complete,uw,Romanian,Romance,27.57756201031386,,,1,3,3,not_estimable_one_talker
six_reference_complete,uw,Russian,Slavic,28.571427307010584,,,1,3,3,not_estimable_one_talker
six_reference_complete,uw,Somali,Afro-Asiatic,23.964196404956947,,,1,3,3,not_estimable_one_talker
six_reference_complete,uw,Spanish,Romance,26.896185876193396,22.94638250381795,30.901431503446926,12,2,3,talker_bootstrap_95pct
six_reference_complete,uw,Turkish,Turkic,25.974004006527007,,,1,3,3,not_estimable_one_talker
six_reference_complete,v,Albanian,Albanian,22.932022777688204,,,1,3,3,not_estimable_one_talker
six_reference_complete,v,Bengali,Indo-Aryan,27.322659899570116,,,1,3,3,not_estimable_one_talker
six_reference_complete,v,Dutch,Germanic,32.45428404615166,,,1,3,3,not_estimable_one_talker
six_reference_complete,v,French,Romance,36.74545215557801,,,1,4,4,not_estimable_one_talker
six_reference_complete,v,German,Germanic,27.526477736133206,,,1,3,3,not_estimable_one_talker
six_reference_complete,v,Hindi,Indo-Aryan,40.234003400451435,,,1,4,4,not_estimable_one_talker
six_reference_complete,v,Japanese,Japonic,38.473291003173415,,,1,3,3,not_estimable_one_talker
six_reference_complete,v,Korean,Koreanic,31.317830385567277,28.12812389426113,34.41281403278975,12,3,4,talker_bootstrap_95pct
six_reference_complete,v,Mandarin,Sino-Tibetan,38.274610312186255,,,1,3,3,not_estimable_one_talker
six_reference_complete,v,Romanian,Romance,26.602630942202577,,,1,4,4,not_estimable_one_talker
six_reference_complete,v,Russian,Slavic,18.094191667606886,,,1,2,2,not_estimable_one_talker
six_reference_complete,v,Somali,Afro-Asiatic,33.27786222367989,,,1,4,4,not_estimable_one_talker
six_reference_complete,v,Spanish,Romance,31.658778756561784,25.425479716259833,38.96146823214647,12,2,4,talker_bootstrap_95pct
six_reference_complete,v,Turkish,Turkic,25.905994543441107,,,1,3,3,not_estimable_one_talker
six_reference_complete,w,Albanian,Albanian,77.72709412217537,,,1,2,2,not_estimable_one_talker
six_reference_complete,w,Bengali,Indo-Aryan,75.40236457008112,,,1,2,2,not_estimable_one_talker
six_reference_complete,w,Dutch,Germanic,67.14302691328118,,,1,2,2,not_estimable_one_talker
six_reference_complete,w,French,Romance,44.25427881795576,,,1,2,2,not_estimable_one_talker
six_reference_complete,w,German,Germanic,45.432865476857145,,,1,2,2,not_estimable_one_talker
six_reference_complete,w,Hindi,Indo-Aryan,46.9650193469341,,,1,2,2,not_estimable_one_talker
six_reference_complete,w,Japanese,Japonic,57.622574259218155,,,1,2,2,not_estimable_one_talker
six_reference_complete,w,Korean,Koreanic,51.321078459852,44.2591273434932,58.204554516490894,12,1,2,talker_bootstrap_95pct
six_reference_complete,w,Mandarin,Sino-Tibetan,46.231164991582595,,,1,2,2,not_estimable_one_talker
six_reference_complete,w,Romanian,Romance,64.85247714225754,,,1,2,2,not_estimable_one_talker
six_reference_complete,w,Russian,Slavic,44.2905845051484,,,1,2,2,not_estimable_one_talker
six_reference_complete,w,Somali,Afro-Asiatic,57.10861864831933,,,1,2,2,not_estimable_one_talker
six_reference_complete,w,Spanish,Romance,61.06227009601299,53.04926982463912,69.98176354379264,12,1,2,talker_bootstrap_95pct
six_reference_complete,w,Turkish,Turkic,46.63076937514626,,,1,2,2,not_estimable_one_talker
six_reference_complete,y,Albanian,Albanian,27.33368278949347,,,1,1,1,not_estimable_one_talker
six_reference_complete,y,Bengali,Indo-Aryan,23.922017797748826,,,1,1,1,not_estimable_one_talker
six_reference_complete,y,Dutch,Germanic,23.381615729258584,,,1,1,1,not_estimable_one_talker
six_reference_complete,y,French,Romance,24.528470445444174,,,1,1,1,not_estimable_one_talker
six_reference_complete,y,Japanese,Japonic,28.84974475624364,,,1,1,1,not_estimable_one_talker
six_reference_complete,y,Korean,Koreanic,35.76405137441961,25.091702164999827,47.390407045120355,7,1,1,talker_bootstrap_95pct
six_reference_complete,y,Romanian,Romance,29.016582664020714,,,1,1,1,not_estimable_one_talker
six_reference_complete,y,Spanish,Romance,36.106526681594,30.426279299724996,42.97370942320663,9,1,1,talker_bootstrap_95pct
six_reference_complete,y,Turkish,Turkic,33.6883010222763,,,1,1,1,not_estimable_one_talker
qc_filtered_six_reference_complete,iy,Albanian,Albanian,12.890469836542751,,,1,2,2,not_estimable_one_talker
qc_filtered_six_reference_complete,iy,Bengali,Indo-Aryan,33.74864819358233,,,1,1,1,not_estimable_one_talker
qc_filtered_six_reference_complete,iy,French,Romance,31.994384447359984,,,1,2,2,not_estimable_one_talker
qc_filtered_six_reference_complete,iy,German,Germanic,10.88033149506721,,,1,1,1,not_estimable_one_talker
qc_filtered_six_reference_complete,iy,Hindi,Indo-Aryan,37.824554967729874,,,1,3,3,not_estimable_one_talker
qc_filtered_six_reference_complete,iy,Japanese,Japonic,27.383995064091433,,,1,3,3,not_estimable_one_talker
qc_filtered_six_reference_complete,iy,Korean,Koreanic,21.180982483755706,16.716371640905155,26.989267252653647,10,1,3,talker_bootstrap_95pct
qc_filtered_six_reference_complete,iy,Mandarin,Sino-Tibetan,31.04106644113289,,,1,2,2,not_estimable_one_talker
qc_filtered_six_reference_complete,iy,Romanian,Romance,22.969325498791864,,,1,1,1,not_estimable_one_talker
qc_filtered_six_reference_complete,iy,Russian,Slavic,16.823447039540998,,,1,1,1,not_estimable_one_talker
qc_filtered_six_reference_complete,iy,Somali,Afro-Asiatic,31.177600459596523,,,1,3,3,not_estimable_one_talker
qc_filtered_six_reference_complete,iy,Spanish,Romance,29.42217014367982,24.889928536741326,33.81486078885889,9,1,3,talker_bootstrap_95pct
qc_filtered_six_reference_complete,iy,Turkish,Turkic,21.756274743928877,,,1,2,2,not_estimable_one_talker
qc_filtered_six_reference_complete,s,Albanian,Albanian,25.45415837852413,,,1,5,5,not_estimable_one_talker
qc_filtered_six_reference_complete,s,Bengali,Indo-Aryan,13.971719256374428,,,1,2,2,not_estimable_one_talker
qc_filtered_six_reference_complete,s,Dutch,Germanic,25.335579728389337,,,1,5,5,not_estimable_one_talker
qc_filtered_six_reference_complete,s,French,Romance,27.359642818745993,,,1,4,4,not_estimable_one_talker
qc_filtered_six_reference_complete,s,German,Germanic,27.311667470281332,,,1,4,4,not_estimable_one_talker
qc_filtered_six_reference_complete,s,Hindi,Indo-Aryan,27.915499399555294,,,1,4,4,not_estimable_one_talker
qc_filtered_six_reference_complete,s,Japanese,Japonic,27.889663716961472,,,1,5,5,not_estimable_one_talker
qc_filtered_six_reference_complete,s,Korean,Koreanic,28.05391505802812,26.02331637008949,30.56936196760078,12,2,5,talker_bootstrap_95pct
qc_filtered_six_reference_complete,s,Mandarin,Sino-Tibetan,43.86498143685042,,,1,3,3,not_estimable_one_talker
qc_filtered_six_reference_complete,s,Romanian,Romance,29.64019899638068,,,1,3,3,not_estimable_one_talker
qc_filtered_six_reference_complete,s,Russian,Slavic,18.748774376943967,,,1,3,3,not_estimable_one_talker
qc_filtered_six_reference_complete,s,Somali,Afro-Asiatic,32.672194349082176,,,1,5,5,not_estimable_one_talker
qc_filtered_six_reference_complete,s,Spanish,Romance,28.40152289379088,24.538269246127904,32.82825118274581,12,1,5,talker_bootstrap_95pct
qc_filtered_six_reference_complete,s,Turkish,Turkic,26.581094536465116,,,1,4,4,not_estimable_one_talker
