dataset_id,feature_key,scope,fold,model_id,n_rows,predictor_oof_total_trials,predictor_oof_total_log_loss,M_predictor,layer,measure,variant,selection_stratum,result_source,M_condition,M_joint,predictor_beyond_condition_oof_gain,condition_beyond_predictor_oof_gain
X21,tr_12::overall_order_sensitive,oof_all,,M_predictor,16477.0,16477,8139.45567715224,0.49398893470609,tr_12,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_12::within_token_phoneme,oof_all,,M_predictor,16477.0,16477,8151.60668764381,0.494726387548936,tr_12,within_token_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_12::within_token_sentence,oof_all,,M_predictor,16477.0,16477,8157.15670935819,0.495063222028172,tr_12,within_token_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_12::within_token_word,oof_all,,M_predictor,16477.0,16477,8150.35655310792,0.494650516059229,tr_12,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_12::within_type_phoneme,oof_all,,M_predictor,16477.0,16477,8140.8126013741,0.494071287332288,tr_12,within_type_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_12::within_type_sentence,oof_all,,M_predictor,16477.0,16477,8127.76805737923,0.493279605351656,tr_12,within_type_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_12::within_type_word,oof_all,,M_predictor,16477.0,16477,8103.81676699005,0.491825985737091,tr_12,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_14::between_type_phoneme,oof_all,,M_predictor,16477.0,16477,8143.80078479147,0.494252642155214,tr_14,between_type_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_14::between_type_sentence,oof_all,,M_predictor,16477.0,16477,8130.8401665928,0.493466053686521,tr_14,between_type_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_14::between_type_word,oof_all,,M_predictor,16477.0,16477,8143.79841141797,0.494252498113611,tr_14,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_14::mean_dissimilarity_phoneme,oof_all,,M_predictor,16477.0,16477,8132.21086357102,0.493549242190388,tr_14,mean_dissimilarity_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_14::mean_dissimilarity_sentence,oof_all,,M_predictor,16477.0,16477,8106.89627710163,0.492012883237339,tr_14,mean_dissimilarity_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_14::mean_dissimilarity_word,oof_all,,M_predictor,16477.0,16477,8100.78500299091,0.491641985979906,tr_14,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_14::order_phoneme,oof_all,,M_predictor,16477.0,16477,8111.91758765162,0.492317629887214,tr_14,order_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_14::order_sentence,oof_all,,M_predictor,16477.0,16477,8141.37291097439,0.49410529289157,tr_14,order_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_14::order_word,oof_all,,M_predictor,16477.0,16477,8140.49425701408,0.494051966803064,tr_14,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_14::overall,oof_all,,M_predictor,16477.0,16477,8147.60734039477,0.494483664525992,tr_14,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_14::overall_order_sensitive,oof_all,,M_predictor,16477.0,16477,8139.17142027697,0.493971682968803,tr_14,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_14::within_token_phoneme,oof_all,,M_predictor,16477.0,16477,8138.6988666538,0.493943003377666,tr_14,within_token_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_14::within_token_sentence,oof_all,,M_predictor,16477.0,16477,8149.64270850784,0.494607192359522,tr_14,within_token_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_14::within_token_word,oof_all,,M_predictor,16477.0,16477,8141.86509584855,0.494135163916281,tr_14,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_14::within_type_phoneme,oof_all,,M_predictor,16477.0,16477,8141.58289322507,0.49411803685289,tr_14,within_type_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_14::within_type_sentence,oof_all,,M_predictor,16477.0,16477,8129.63097821511,0.493392667246168,tr_14,within_type_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_14::within_type_word,oof_all,,M_predictor,16477.0,16477,8111.07798198187,0.492266673665222,tr_14,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_16::between_type_phoneme,oof_all,,M_predictor,16477.0,16477,8126.72430881183,0.493216259562531,tr_16,between_type_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_16::between_type_sentence,oof_all,,M_predictor,16477.0,16477,8144.10994582669,0.494271405342398,tr_16,between_type_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_16::between_type_word,oof_all,,M_predictor,16477.0,16477,8120.28544074338,0.492825480411688,tr_16,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_16::mean_dissimilarity_phoneme,oof_all,,M_predictor,16477.0,16477,8105.28103977784,0.491914853418573,tr_16,mean_dissimilarity_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_16::mean_dissimilarity_sentence,oof_all,,M_predictor,16477.0,16477,8096.31774890658,0.491370865382447,tr_16,mean_dissimilarity_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_16::mean_dissimilarity_word,oof_all,,M_predictor,16477.0,16477,8089.00517737794,0.490927060592216,tr_16,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_16::order_phoneme,oof_all,,M_predictor,16477.0,16477,8115.49837112801,0.492534949998666,tr_16,order_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_16::order_sentence,oof_all,,M_predictor,16477.0,16477,8151.89775346823,0.494744052525838,tr_16,order_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_16::order_word,oof_all,,M_predictor,16477.0,16477,8160.67104971188,0.495276509662674,tr_16,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_16::overall,oof_all,,M_predictor,16477.0,16477,8116.33198537905,0.492585542597503,tr_16,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_16::overall_order_sensitive,oof_all,,M_predictor,16477.0,16477,8149.34683209673,0.494589235424939,tr_16,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_16::within_token_phoneme,oof_all,,M_predictor,16477.0,16477,8131.65355810346,0.493515418953903,tr_16,within_token_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_16::within_token_sentence,oof_all,,M_predictor,16477.0,16477,8118.32971230646,0.492706785962642,tr_16,within_token_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_16::within_token_word,oof_all,,M_predictor,16477.0,16477,8143.49915926995,0.494234336303329,tr_16,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_16::within_type_phoneme,oof_all,,M_predictor,16477.0,16477,8126.96630987342,0.493230946766609,tr_16,within_type_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_16::within_type_sentence,oof_all,,M_predictor,16477.0,16477,8124.73992834061,0.493095826202622,tr_16,within_type_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_16::within_type_word,oof_all,,M_predictor,16477.0,16477,8079.32229504092,0.490339400075312,tr_16,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_18::between_type_phoneme,oof_all,,M_predictor,16477.0,16477,8147.20459158227,0.494459221434865,tr_18,between_type_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_18::between_type_sentence,oof_all,,M_predictor,16477.0,16477,8141.12218287901,0.494090076038054,tr_18,between_type_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_18::between_type_word,oof_all,,M_predictor,16477.0,16477,8162.51476056843,0.495388405690868,tr_18,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_18::mean_dissimilarity_phoneme,oof_all,,M_predictor,16477.0,16477,8095.14186690907,0.49129950032828,tr_18,mean_dissimilarity_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_18::mean_dissimilarity_sentence,oof_all,,M_predictor,16477.0,16477,8089.11204629017,0.490933546537002,tr_18,mean_dissimilarity_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_18::mean_dissimilarity_word,oof_all,,M_predictor,16477.0,16477,8084.36819649367,0.490645639163298,tr_18,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_18::order_phoneme,oof_all,,M_predictor,16477.0,16477,8079.86856328616,0.490372553455493,tr_18,order_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_18::order_sentence,oof_all,,M_predictor,16477.0,16477,8142.31583174926,0.494162519375448,tr_18,order_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_18::order_word,oof_all,,M_predictor,16477.0,16477,8144.84609429481,0.494316082678571,tr_18,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_18::overall,oof_all,,M_predictor,16477.0,16477,8170.29117272044,0.495860361274531,tr_18,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_18::overall_order_sensitive,oof_all,,M_predictor,16477.0,16477,8138.4617233569,0.493928610994532,tr_18,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_18::within_token_phoneme,oof_all,,M_predictor,16477.0,16477,8140.43588521268,0.494048424179928,tr_18,within_token_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_18::within_token_sentence,oof_all,,M_predictor,16477.0,16477,8178.46813248664,0.496356626357143,tr_18,within_token_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_18::within_token_word,oof_all,,M_predictor,16477.0,16477,8152.46149338385,0.49477826627322,tr_18,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_18::within_type_phoneme,oof_all,,M_predictor,16477.0,16477,8108.56605867764,0.492114223382754,tr_18,within_type_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_18::within_type_sentence,oof_all,,M_predictor,16477.0,16477,8121.23537564614,0.492883132587616,tr_18,within_type_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_18::within_type_word,oof_all,,M_predictor,16477.0,16477,8071.41635640281,0.489859583443759,tr_18,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_20::between_type_phoneme,oof_all,,M_predictor,16477.0,16477,8154.89234543838,0.494925796288061,tr_20,between_type_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_20::between_type_sentence,oof_all,,M_predictor,16477.0,16477,8139.96128005272,0.49401962007967,tr_20,between_type_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_20::between_type_word,oof_all,,M_predictor,16477.0,16477,8148.49442421912,0.494537502228508,tr_20,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_20::mean_dissimilarity_phoneme,oof_all,,M_predictor,16477.0,16477,8096.07691837562,0.491356249218645,tr_20,mean_dissimilarity_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_20::mean_dissimilarity_sentence,oof_all,,M_predictor,16477.0,16477,8083.63560563765,0.490601177740951,tr_20,mean_dissimilarity_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_20::mean_dissimilarity_word,oof_all,,M_predictor,16477.0,16477,8077.82939669074,0.490248795089563,tr_20,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_20::order_phoneme,oof_all,,M_predictor,16477.0,16477,8087.28756150872,0.490822817351989,tr_20,order_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_20::order_sentence,oof_all,,M_predictor,16477.0,16477,8135.46782493192,0.493746909324023,tr_20,order_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_20::order_word,oof_all,,M_predictor,16477.0,16477,8149.30975852192,0.494586985405227,tr_20,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_20::overall,oof_all,,M_predictor,16477.0,16477,8148.33415761334,0.494527775542474,tr_20,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_20::overall_order_sensitive,oof_all,,M_predictor,16477.0,16477,8130.65566834628,0.493454856366224,tr_20,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_20::within_token_phoneme,oof_all,,M_predictor,16477.0,16477,8136.70197934827,0.493821810969731,tr_20,within_token_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_20::within_token_sentence,oof_all,,M_predictor,16477.0,16477,8158.18693252704,0.495125746951936,tr_20,within_token_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_20::within_token_word,oof_all,,M_predictor,16477.0,16477,8152.77303588762,0.494797173993301,tr_20,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_20::within_type_phoneme,oof_all,,M_predictor,16477.0,16477,8117.7698973913,0.492672810426127,tr_20,within_type_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_20::within_type_sentence,oof_all,,M_predictor,16477.0,16477,8102.47082589143,0.491744299683888,tr_20,within_type_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_20::within_type_word,oof_all,,M_predictor,16477.0,16477,8064.32277247418,0.48942906915544,tr_20,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_22::between_type_phoneme,oof_all,,M_predictor,16477.0,16477,8160.72259281652,0.495279637847698,tr_22,between_type_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_22::between_type_sentence,oof_all,,M_predictor,16477.0,16477,8153.10303429794,0.494817201814526,tr_22,between_type_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_22::between_type_word,oof_all,,M_predictor,16477.0,16477,8173.9063586793,0.496079769295339,tr_22,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_22::mean_dissimilarity_phoneme,oof_all,,M_predictor,16477.0,16477,8087.48194566453,0.490834614654642,tr_22,mean_dissimilarity_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_22::mean_dissimilarity_sentence,oof_all,,M_predictor,16477.0,16477,8087.71432170846,0.490848717710048,tr_22,mean_dissimilarity_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_22::mean_dissimilarity_word,oof_all,,M_predictor,16477.0,16477,8083.74795572821,0.490607996342065,tr_22,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_22::order_phoneme,oof_all,,M_predictor,16477.0,16477,8096.75547250073,0.491397431116146,tr_22,order_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_22::order_sentence,oof_all,,M_predictor,16477.0,16477,8124.07671848614,0.49305557555903,tr_22,order_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_22::order_word,oof_all,,M_predictor,16477.0,16477,8137.89027104953,0.493893929177006,tr_22,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_22::overall,oof_all,,M_predictor,16477.0,16477,8151.98914412739,0.494749599085233,tr_22,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_22::overall_order_sensitive,oof_all,,M_predictor,16477.0,16477,8120.90110908068,0.49286284572924,tr_22,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_22::within_token_phoneme,oof_all,,M_predictor,16477.0,16477,8147.49363983433,0.49447676396397,tr_22,within_token_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_22::within_token_sentence,oof_all,,M_predictor,16477.0,16477,8158.40081923341,0.495138727877248,tr_22,within_token_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_22::within_token_word,oof_all,,M_predictor,16477.0,16477,8156.54130802101,0.495025872915034,tr_22,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_22::within_type_phoneme,oof_all,,M_predictor,16477.0,16477,8114.92937993952,0.492500417548068,tr_22,within_type_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_22::within_type_sentence,oof_all,,M_predictor,16477.0,16477,8097.71717855291,0.491455797690897,tr_22,within_type_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_22::within_type_word,oof_all,,M_predictor,16477.0,16477,8077.3682938591,0.490220810454518,tr_22,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_24::between_type_phoneme,oof_all,,M_predictor,16477.0,16477,8143.06408012399,0.494207931062936,tr_24,between_type_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_24::between_type_sentence,oof_all,,M_predictor,16477.0,16477,8148.50762004769,0.494538303092049,tr_24,between_type_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_24::between_type_word,oof_all,,M_predictor,16477.0,16477,8152.82502403869,0.494800329188486,tr_24,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_24::mean_dissimilarity_phoneme,oof_all,,M_predictor,16477.0,16477,8119.01742981745,0.492748523992077,tr_24,mean_dissimilarity_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_24::mean_dissimilarity_sentence,oof_all,,M_predictor,16477.0,16477,8103.84003547879,0.491827397917023,tr_24,mean_dissimilarity_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_24::mean_dissimilarity_word,oof_all,,M_predictor,16477.0,16477,8098.6891510238,0.491514787341373,tr_24,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_24::order_phoneme,oof_all,,M_predictor,16477.0,16477,8115.69499881238,0.492546883462546,tr_24,order_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_24::order_sentence,oof_all,,M_predictor,16477.0,16477,8129.2514706826,0.493369634683656,tr_24,order_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_24::order_word,oof_all,,M_predictor,16477.0,16477,8137.29805826991,0.493857987392724,tr_24,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_24::overall,oof_all,,M_predictor,16477.0,16477,8155.11498002565,0.494939308128036,tr_24,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_24::overall_order_sensitive,oof_all,,M_predictor,16477.0,16477,8125.99320575686,0.493171888435811,tr_24,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_24::within_token_phoneme,oof_all,,M_predictor,16477.0,16477,8146.98245638494,0.494445739903195,tr_24,within_token_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_24::within_token_sentence,oof_all,,M_predictor,16477.0,16477,8168.40389083216,0.495745820891677,tr_24,within_token_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_24::within_token_word,oof_all,,M_predictor,16477.0,16477,8157.66783592807,0.495094242636892,tr_24,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_24::within_type_phoneme,oof_all,,M_predictor,16477.0,16477,8137.37850431709,0.493862869716398,tr_24,within_type_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_24::within_type_sentence,oof_all,,M_predictor,16477.0,16477,8127.40251714297,0.493257420473568,tr_24,within_type_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_24::within_type_word,oof_all,,M_predictor,16477.0,16477,8103.68218026529,0.491817817579978,tr_24,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_2::between_type_phoneme,oof_all,,M_predictor,16477.0,16477,8130.86930552881,0.49346782214777,tr_2,between_type_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_2::between_type_sentence,oof_all,,M_predictor,16477.0,16477,8136.90177881769,0.49383393693134,tr_2,between_type_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_2::between_type_word,oof_all,,M_predictor,16477.0,16477,8107.32125985284,0.492038675720874,tr_2,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_2::mean_dissimilarity_phoneme,oof_all,,M_predictor,16477.0,16477,8122.06322313844,0.49293337519806,tr_2,mean_dissimilarity_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_2::mean_dissimilarity_sentence,oof_all,,M_predictor,16477.0,16477,8111.69822769258,0.492304316786586,tr_2,mean_dissimilarity_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_2::mean_dissimilarity_word,oof_all,,M_predictor,16477.0,16477,8108.85986701512,0.492132054804584,tr_2,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_2::order_phoneme,oof_all,,M_predictor,16477.0,16477,8156.70065521792,0.495035543801537,tr_2,order_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_2::order_sentence,oof_all,,M_predictor,16477.0,16477,8119.72944285115,0.492791736532813,tr_2,order_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_2::order_word,oof_all,,M_predictor,16477.0,16477,8130.48166682972,0.493444296099394,tr_2,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_2::overall,oof_all,,M_predictor,16477.0,16477,8130.41420284315,0.493440201665543,tr_2,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_2::overall_order_sensitive,oof_all,,M_predictor,16477.0,16477,8126.03556859171,0.493174459464205,tr_2,overall_order_sensitive,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_2::within_token_phoneme,oof_all,,M_predictor,16477.0,16477,8148.58889733562,0.494543235864273,tr_2,within_token_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_2::within_token_sentence,oof_all,,M_predictor,16477.0,16477,8132.88075819168,0.49358989853685,tr_2,within_token_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_2::within_token_word,oof_all,,M_predictor,16477.0,16477,8144.18498500219,0.494275959519463,tr_2,within_token_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_2::within_type_phoneme,oof_all,,M_predictor,16477.0,16477,8140.57161831996,0.494056661911753,tr_2,within_type_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_2::within_type_sentence,oof_all,,M_predictor,16477.0,16477,8132.86967500001,0.493589225890636,tr_2,within_type_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_2::within_type_word,oof_all,,M_predictor,16477.0,16477,8123.69381992193,0.493032337192567,tr_2,within_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_4::between_type_phoneme,oof_all,,M_predictor,16477.0,16477,8122.64735448393,0.492968826514774,tr_4,between_type_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_4::between_type_sentence,oof_all,,M_predictor,16477.0,16477,8139.29839200971,0.493979388967028,tr_4,between_type_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_4::between_type_word,oof_all,,M_predictor,16477.0,16477,8085.8010981125,0.490732602907841,tr_4,between_type_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_4::mean_dissimilarity_phoneme,oof_all,,M_predictor,16477.0,16477,8125.85916127123,0.493163753187548,tr_4,mean_dissimilarity_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_4::mean_dissimilarity_sentence,oof_all,,M_predictor,16477.0,16477,8112.34679625689,0.492343678840619,tr_4,mean_dissimilarity_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_4::mean_dissimilarity_word,oof_all,,M_predictor,16477.0,16477,8108.72275608243,0.492123733451625,tr_4,mean_dissimilarity_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_4::order_phoneme,oof_all,,M_predictor,16477.0,16477,8165.59716152311,0.49557547863829,tr_4,order_phoneme,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_4::order_sentence,oof_all,,M_predictor,16477.0,16477,8128.45753369598,0.493321450124172,tr_4,order_sentence,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_4::order_word,oof_all,,M_predictor,16477.0,16477,8137.85821662866,0.493891983773057,tr_4,order_word,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
X21,tr_4::overall,oof_all,,M_predictor,16477.0,16477,8118.5250541289,0.492718641386715,tr_4,overall,base,all_exposure_participants,2026-08-27 revised actual-exposure HVE fits,,,,
