dataset_id,feature_key,scope,fold,model_id,n_rows,predictor_oof_total_trials,predictor_oof_total_log_loss,M_predictor,layer,measure,variant,selection_stratum
B23,tr_24::between_type_word,oof_all,,M_predictor,10080,54096,30735.0313732444,0.568157190425252,tr_24,between_type_word,base,order_independent_168_participants
B23,tr_24::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30816.880023739,0.569670216351284,tr_24,mean_dissimilarity_phoneme,base,order_independent_168_participants
B23,tr_24::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30857.6694356368,0.570424235352648,tr_24,mean_dissimilarity_word,base,order_independent_168_participants
B23,tr_24::order_phoneme,oof_all,,M_predictor,10080,54096,30823.1341334205,0.56978582766601,tr_24,order_phoneme,base,order_independent_168_participants
B23,tr_24::order_sentence,oof_all,,M_predictor,10080,54096,30843.9658272354,0.570170915173681,tr_24,order_sentence,base,order_independent_168_participants
B23,tr_24::order_word,oof_all,,M_predictor,10080,54096,30841.5313152469,0.570125911624647,tr_24,order_word,base,order_independent_168_participants
B23,tr_24::overall,oof_all,,M_predictor,10080,54096,30797.620004006,0.569314182268671,tr_24,overall,base,order_independent_168_participants
B23,tr_24::within_token_phoneme,oof_all,,M_predictor,10080,54096,30828.1886181652,0.56987926312787,tr_24,within_token_phoneme,base,order_independent_168_participants
B23,tr_24::within_token_sentence,oof_all,,M_predictor,10080,54096,30818.5364859118,0.569700837139749,tr_24,within_token_sentence,base,order_independent_168_participants
B23,tr_24::within_token_word,oof_all,,M_predictor,10080,54096,30841.7912634753,0.57013071693795,tr_24,within_token_word,base,order_independent_168_participants
B23,tr_24::within_type_phoneme,oof_all,,M_predictor,10080,54096,30804.0942143274,0.569433862287921,tr_24,within_type_phoneme,base,order_independent_168_participants
B23,tr_24::within_type_word,oof_all,,M_predictor,10080,54096,30834.4760199897,0.56999548986967,tr_24,within_type_word,base,order_independent_168_participants
B23,tr_2::between_type_phoneme,oof_all,,M_predictor,10080,54096,30802.0778993373,0.569396589384377,tr_2,between_type_phoneme,base,order_independent_168_participants
B23,tr_2::between_type_sentence,oof_all,,M_predictor,10080,54096,30793.4798741815,0.569237649256535,tr_2,between_type_sentence,base,order_independent_168_participants
B23,tr_2::between_type_word,oof_all,,M_predictor,10080,54096,30786.7653516628,0.569113526908881,tr_2,between_type_word,base,order_independent_168_participants
B23,tr_2::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30779.9405280419,0.568987365573091,tr_2,mean_dissimilarity_phoneme,base,order_independent_168_participants
B23,tr_2::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30787.7725606263,0.569132145826424,tr_2,mean_dissimilarity_word,base,order_independent_168_participants
B23,tr_2::order_phoneme,oof_all,,M_predictor,10080,54096,30798.8310944204,0.569336570068404,tr_2,order_phoneme,base,order_independent_168_participants
B23,tr_2::order_sentence,oof_all,,M_predictor,10080,54096,30827.9792957397,0.569875393665701,tr_2,order_sentence,base,order_independent_168_participants
B23,tr_2::order_word,oof_all,,M_predictor,10080,54096,30804.7009248156,0.569445077728771,tr_2,order_word,base,order_independent_168_participants
B23,tr_2::overall,oof_all,,M_predictor,10080,54096,30768.742769317,0.568780367667055,tr_2,overall,base,order_independent_168_participants
B23,tr_2::within_token_phoneme,oof_all,,M_predictor,10080,54096,30830.0956156063,0.569914515224901,tr_2,within_token_phoneme,base,order_independent_168_participants
B23,tr_2::within_token_sentence,oof_all,,M_predictor,10080,54096,30780.0207708298,0.568988848913594,tr_2,within_token_sentence,base,order_independent_168_participants
B23,tr_2::within_token_word,oof_all,,M_predictor,10080,54096,30794.1375658866,0.569249807118578,tr_2,within_token_word,base,order_independent_168_participants
B23,tr_2::within_type_phoneme,oof_all,,M_predictor,10080,54096,30771.8061917724,0.568836997038087,tr_2,within_type_phoneme,base,order_independent_168_participants
B23,tr_2::within_type_word,oof_all,,M_predictor,10080,54096,30784.874943918,0.569078581483253,tr_2,within_type_word,base,order_independent_168_participants
B23,tr_4::between_type_phoneme,oof_all,,M_predictor,10080,54096,30787.3733724441,0.569124766571357,tr_4,between_type_phoneme,base,order_independent_168_participants
B23,tr_4::between_type_sentence,oof_all,,M_predictor,10080,54096,30728.5414332312,0.568037219632343,tr_4,between_type_sentence,base,order_independent_168_participants
B23,tr_4::between_type_word,oof_all,,M_predictor,10080,54096,30751.9042887358,0.568469097322091,tr_4,between_type_word,base,order_independent_168_participants
B23,tr_4::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30771.2825885253,0.568827317889035,tr_4,mean_dissimilarity_phoneme,base,order_independent_168_participants
B23,tr_4::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30775.404022313,0.568903505292684,tr_4,mean_dissimilarity_word,base,order_independent_168_participants
B23,tr_4::order_phoneme,oof_all,,M_predictor,10080,54096,30799.5478203487,0.569349819216739,tr_4,order_phoneme,base,order_independent_168_participants
B23,tr_4::order_sentence,oof_all,,M_predictor,10080,54096,30817.3454658324,0.569678820353305,tr_4,order_sentence,base,order_independent_168_participants
B23,tr_4::order_word,oof_all,,M_predictor,10080,54096,30810.967892984,0.569560926741052,tr_4,order_word,base,order_independent_168_participants
B23,tr_4::overall,oof_all,,M_predictor,10080,54096,30797.2716791715,0.569307743255906,tr_4,overall,base,order_independent_168_participants
B23,tr_4::within_token_phoneme,oof_all,,M_predictor,10080,54096,30839.6626962851,0.570091368978946,tr_4,within_token_phoneme,base,order_independent_168_participants
B23,tr_4::within_token_sentence,oof_all,,M_predictor,10080,54096,30806.4883821651,0.569478120048896,tr_4,within_token_sentence,base,order_independent_168_participants
B23,tr_4::within_token_word,oof_all,,M_predictor,10080,54096,30820.0032788984,0.569727951769048,tr_4,within_token_word,base,order_independent_168_participants
B23,tr_4::within_type_phoneme,oof_all,,M_predictor,10080,54096,30785.3192432756,0.569086794647952,tr_4,within_type_phoneme,base,order_independent_168_participants
B23,tr_4::within_type_word,oof_all,,M_predictor,10080,54096,30769.998923759,0.568803588504863,tr_4,within_type_word,base,order_independent_168_participants
B23,tr_6::between_type_phoneme,oof_all,,M_predictor,10080,54096,30773.6593767347,0.568871254376196,tr_6,between_type_phoneme,base,order_independent_168_participants
B23,tr_6::between_type_sentence,oof_all,,M_predictor,10080,54096,30728.3296926523,0.568033305469024,tr_6,between_type_sentence,base,order_independent_168_participants
B23,tr_6::between_type_word,oof_all,,M_predictor,10080,54096,30761.1396647283,0.568639819297698,tr_6,between_type_word,base,order_independent_168_participants
B23,tr_6::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30780.463571542,0.568997034374852,tr_6,mean_dissimilarity_phoneme,base,order_independent_168_participants
B23,tr_6::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30772.8992307077,0.568857202578891,tr_6,mean_dissimilarity_word,base,order_independent_168_participants
B23,tr_6::order_phoneme,oof_all,,M_predictor,10080,54096,30812.2526208935,0.569584675778126,tr_6,order_phoneme,base,order_independent_168_participants
B23,tr_6::order_sentence,oof_all,,M_predictor,10080,54096,30796.0564028139,0.569285278076269,tr_6,order_sentence,base,order_independent_168_participants
B23,tr_6::order_word,oof_all,,M_predictor,10080,54096,30781.7870714687,0.569021500138064,tr_6,order_word,base,order_independent_168_participants
B23,tr_6::overall,oof_all,,M_predictor,10080,54096,30799.1313616762,0.569342120705343,tr_6,overall,base,order_independent_168_participants
B23,tr_6::within_token_phoneme,oof_all,,M_predictor,10080,54096,30840.2436205835,0.570102107745185,tr_6,within_token_phoneme,base,order_independent_168_participants
B23,tr_6::within_token_sentence,oof_all,,M_predictor,10080,54096,30806.1645139988,0.569472133133666,tr_6,within_token_sentence,base,order_independent_168_participants
B23,tr_6::within_token_word,oof_all,,M_predictor,10080,54096,30809.8125406888,0.569539569296969,tr_6,within_token_word,base,order_independent_168_participants
B23,tr_6::within_type_phoneme,oof_all,,M_predictor,10080,54096,30808.6656325305,0.569518367948287,tr_6,within_type_phoneme,base,order_independent_168_participants
B23,tr_6::within_type_word,oof_all,,M_predictor,10080,54096,30761.6243470521,0.568648778967985,tr_6,within_type_word,base,order_independent_168_participants
B23,tr_8::between_type_phoneme,oof_all,,M_predictor,10080,54096,30781.6172241434,0.569018360398984,tr_8,between_type_phoneme,base,order_independent_168_participants
B23,tr_8::between_type_sentence,oof_all,,M_predictor,10080,54096,30742.9144091567,0.568302913508516,tr_8,between_type_sentence,base,order_independent_168_participants
B23,tr_8::between_type_word,oof_all,,M_predictor,10080,54096,30769.7012251731,0.56879808535147,tr_8,between_type_word,base,order_independent_168_participants
B23,tr_8::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30788.7824548357,0.569150814382499,tr_8,mean_dissimilarity_phoneme,base,order_independent_168_participants
B23,tr_8::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30782.3482422328,0.569031873747279,tr_8,mean_dissimilarity_word,base,order_independent_168_participants
B23,tr_8::order_phoneme,oof_all,,M_predictor,10080,54096,30830.8320563275,0.5699281288141,tr_8,order_phoneme,base,order_independent_168_participants
B23,tr_8::order_sentence,oof_all,,M_predictor,10080,54096,30825.6269802734,0.56983190957323,tr_8,order_sentence,base,order_independent_168_participants
B23,tr_8::order_word,oof_all,,M_predictor,10080,54096,30823.9641159758,0.569801170437294,tr_8,order_word,base,order_independent_168_participants
B23,tr_8::overall,oof_all,,M_predictor,10080,54096,30810.452964461,0.569551407949959,tr_8,overall,base,order_independent_168_participants
B23,tr_8::within_token_phoneme,oof_all,,M_predictor,10080,54096,30848.2904075425,0.570250857873826,tr_8,within_token_phoneme,base,order_independent_168_participants
B23,tr_8::within_token_sentence,oof_all,,M_predictor,10080,54096,30816.8795577149,0.569670207736521,tr_8,within_token_sentence,base,order_independent_168_participants
B23,tr_8::within_token_word,oof_all,,M_predictor,10080,54096,30826.2142264571,0.569842765203658,tr_8,within_token_word,base,order_independent_168_participants
B23,tr_8::within_type_phoneme,oof_all,,M_predictor,10080,54096,30830.628533208,0.5699243665559,tr_8,within_type_phoneme,base,order_independent_168_participants
B23,tr_8::within_type_word,oof_all,,M_predictor,10080,54096,30783.9632539284,0.569061728296517,tr_8,within_type_word,base,order_independent_168_participants
B23,cnn_2::between_type_phoneme,oof_all,,M_predictor,10080,54096,30778.8332468749,0.568966896755304,cnn_2,between_type_phoneme,ft,order_independent_168_participants
B23,cnn_2::between_type_sentence,oof_all,,M_predictor,10080,54096,30779.4124691976,0.568977604059405,cnn_2,between_type_sentence,ft,order_independent_168_participants
B23,cnn_2::between_type_word,oof_all,,M_predictor,10080,54096,30788.7716074009,0.569150613860561,cnn_2,between_type_word,ft,order_independent_168_participants
B23,cnn_2::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30767.895174465,0.568764699320929,cnn_2,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,cnn_2::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30782.2593369974,0.569030230275757,cnn_2,mean_dissimilarity_word,ft,order_independent_168_participants
B23,cnn_2::order_phoneme,oof_all,,M_predictor,10080,54096,30847.218731803,0.570231047245693,cnn_2,order_phoneme,ft,order_independent_168_participants
B23,cnn_2::order_sentence,oof_all,,M_predictor,10080,54096,30830.5785548376,0.569923442672981,cnn_2,order_sentence,ft,order_independent_168_participants
B23,cnn_2::order_word,oof_all,,M_predictor,10080,54096,30858.3381032297,0.570436596111166,cnn_2,order_word,ft,order_independent_168_participants
B23,cnn_2::overall,oof_all,,M_predictor,10080,54096,30775.910413073,0.568912866257635,cnn_2,overall,ft,order_independent_168_participants
B23,cnn_2::within_token_phoneme,oof_all,,M_predictor,10080,54096,30785.8473972834,0.569096557920797,cnn_2,within_token_phoneme,ft,order_independent_168_participants
B23,cnn_2::within_token_sentence,oof_all,,M_predictor,10080,54096,30789.0507570298,0.569155774124331,cnn_2,within_token_sentence,ft,order_independent_168_participants
B23,cnn_2::within_token_word,oof_all,,M_predictor,10080,54096,30791.8362848415,0.569207266430817,cnn_2,within_token_word,ft,order_independent_168_participants
B23,cnn_2::within_type_phoneme,oof_all,,M_predictor,10080,54096,30767.0804936231,0.568749639411844,cnn_2,within_type_phoneme,ft,order_independent_168_participants
B23,cnn_2::within_type_word,oof_all,,M_predictor,10080,54096,30783.5310590177,0.569053738890449,cnn_2,within_type_word,ft,order_independent_168_participants
B23,cnn_3::between_type_phoneme,oof_all,,M_predictor,10080,54096,30856.9806381869,0.570411502480533,cnn_3,between_type_phoneme,ft,order_independent_168_participants
B23,cnn_3::between_type_sentence,oof_all,,M_predictor,10080,54096,30786.6076646226,0.569110611960636,cnn_3,between_type_sentence,ft,order_independent_168_participants
B23,cnn_3::between_type_word,oof_all,,M_predictor,10080,54096,30804.9145005891,0.569449025816865,cnn_3,between_type_word,ft,order_independent_168_participants
B23,cnn_3::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30795.1130285854,0.569267839185622,cnn_3,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,cnn_3::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30790.0462391808,0.569174176264064,cnn_3,mean_dissimilarity_word,ft,order_independent_168_participants
B23,cnn_3::order_phoneme,oof_all,,M_predictor,10080,54096,30880.6007020933,0.570848134836093,cnn_3,order_phoneme,ft,order_independent_168_participants
B23,cnn_3::order_sentence,oof_all,,M_predictor,10080,54096,30882.410581676,0.570881591645889,cnn_3,order_sentence,ft,order_independent_168_participants
B23,cnn_3::order_word,oof_all,,M_predictor,10080,54096,30881.0753169789,0.570856908403188,cnn_3,order_word,ft,order_independent_168_participants
B23,cnn_3::overall,oof_all,,M_predictor,10080,54096,30857.7141838607,0.570425062552883,cnn_3,overall,ft,order_independent_168_participants
B23,cnn_3::within_token_phoneme,oof_all,,M_predictor,10080,54096,30869.0226067256,0.570634106158044,cnn_3,within_token_phoneme,ft,order_independent_168_participants
B23,cnn_3::within_token_sentence,oof_all,,M_predictor,10080,54096,30874.3607981256,0.570732786123292,cnn_3,within_token_sentence,ft,order_independent_168_participants
B23,cnn_3::within_token_word,oof_all,,M_predictor,10080,54096,30875.3923361347,0.570751854779182,cnn_3,within_token_word,ft,order_independent_168_participants
B23,cnn_3::within_type_phoneme,oof_all,,M_predictor,10080,54096,30792.3068864107,0.56921596580913,cnn_3,within_type_phoneme,ft,order_independent_168_participants
B23,cnn_3::within_type_word,oof_all,,M_predictor,10080,54096,30786.3094921598,0.56910510004732,cnn_3,within_type_word,ft,order_independent_168_participants
B23,cnn_4::between_type_phoneme,oof_all,,M_predictor,10080,54096,30828.2833359876,0.569881014048869,cnn_4,between_type_phoneme,ft,order_independent_168_participants
B23,cnn_4::between_type_sentence,oof_all,,M_predictor,10080,54096,30788.4312280235,0.569144321724776,cnn_4,between_type_sentence,ft,order_independent_168_participants
B23,cnn_4::between_type_word,oof_all,,M_predictor,10080,54096,30785.808789688,0.569095844234101,cnn_4,between_type_word,ft,order_independent_168_participants
B23,cnn_4::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30786.4741300664,0.569108143486883,cnn_4,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,cnn_4::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30789.22776474,0.569159046227818,cnn_4,mean_dissimilarity_word,ft,order_independent_168_participants
B23,cnn_4::order_phoneme,oof_all,,M_predictor,10080,54096,30856.4437328324,0.570401577433312,cnn_4,order_phoneme,ft,order_independent_168_participants
B23,cnn_4::order_sentence,oof_all,,M_predictor,10080,54096,30859.097257588,0.570450629576826,cnn_4,order_sentence,ft,order_independent_168_participants
B23,cnn_4::order_word,oof_all,,M_predictor,10080,54096,30837.9597877454,0.570059889598961,cnn_4,order_word,ft,order_independent_168_participants
B23,cnn_4::overall,oof_all,,M_predictor,10080,54096,30780.5528544225,0.56899868482739,cnn_4,overall,ft,order_independent_168_participants
B23,cnn_4::within_token_phoneme,oof_all,,M_predictor,10080,54096,30800.791735634,0.569372813805716,cnn_4,within_token_phoneme,ft,order_independent_168_participants
B23,cnn_4::within_token_sentence,oof_all,,M_predictor,10080,54096,30805.494054142,0.569459739243975,cnn_4,within_token_sentence,ft,order_independent_168_participants
B23,cnn_4::within_token_word,oof_all,,M_predictor,10080,54096,30811.5053433374,0.569570861862936,cnn_4,within_token_word,ft,order_independent_168_participants
B23,cnn_4::within_type_phoneme,oof_all,,M_predictor,10080,54096,30789.0660709367,0.569156057211932,cnn_4,within_type_phoneme,ft,order_independent_168_participants
B23,cnn_4::within_type_word,oof_all,,M_predictor,10080,54096,30788.526315314,0.569146079475637,cnn_4,within_type_word,ft,order_independent_168_participants
B23,cnn_5::between_type_phoneme,oof_all,,M_predictor,10080,54096,30836.9215913759,0.570040697858916,cnn_5,between_type_phoneme,ft,order_independent_168_participants
B23,cnn_5::between_type_sentence,oof_all,,M_predictor,10080,54096,30788.0896349588,0.569138007153188,cnn_5,between_type_sentence,ft,order_independent_168_participants
B23,cnn_5::between_type_word,oof_all,,M_predictor,10080,54096,30792.3041852513,0.56921591587643,cnn_5,between_type_word,ft,order_independent_168_participants
B23,cnn_5::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30787.3279943461,0.569123927727487,cnn_5,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,cnn_5::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30787.5420774353,0.569127885193642,cnn_5,mean_dissimilarity_word,ft,order_independent_168_participants
B23,cnn_5::order_phoneme,oof_all,,M_predictor,10080,54096,30798.3397139016,0.569327486577595,cnn_5,order_phoneme,ft,order_independent_168_participants
B23,cnn_5::order_sentence,oof_all,,M_predictor,10080,54096,30802.6649727654,0.569407441821306,cnn_5,order_sentence,ft,order_independent_168_participants
B23,cnn_5::order_word,oof_all,,M_predictor,10080,54096,30778.1626059586,0.568954499518607,cnn_5,order_word,ft,order_independent_168_participants
B23,cnn_5::overall,oof_all,,M_predictor,10080,54096,30783.2610746476,0.569048748052493,cnn_5,overall,ft,order_independent_168_participants
B23,cnn_5::within_token_phoneme,oof_all,,M_predictor,10080,54096,30803.9341340126,0.569430903098428,cnn_5,within_token_phoneme,ft,order_independent_168_participants
B23,cnn_5::within_token_sentence,oof_all,,M_predictor,10080,54096,30812.8047777603,0.569594882759545,cnn_5,within_token_sentence,ft,order_independent_168_participants
B23,cnn_5::within_token_word,oof_all,,M_predictor,10080,54096,30801.8556520013,0.569392480996771,cnn_5,within_token_word,ft,order_independent_168_participants
B23,cnn_5::within_type_phoneme,oof_all,,M_predictor,10080,54096,30789.001812199,0.569154869347069,cnn_5,within_type_phoneme,ft,order_independent_168_participants
B23,cnn_5::within_type_word,oof_all,,M_predictor,10080,54096,30788.1636936195,0.569139376176047,cnn_5,within_type_word,ft,order_independent_168_participants
B23,cnn_6::between_type_phoneme,oof_all,,M_predictor,10080,54096,30828.0205143468,0.569876155618655,cnn_6,between_type_phoneme,ft,order_independent_168_participants
B23,cnn_6::between_type_sentence,oof_all,,M_predictor,10080,54096,30792.3620629138,0.569216985782939,cnn_6,between_type_sentence,ft,order_independent_168_participants
B23,cnn_6::between_type_word,oof_all,,M_predictor,10080,54096,30795.6550501482,0.569277858809305,cnn_6,between_type_word,ft,order_independent_168_participants
B23,cnn_6::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30792.5054793476,0.569219636929674,cnn_6,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,cnn_6::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30791.1841606333,0.569195211487602,cnn_6,mean_dissimilarity_word,ft,order_independent_168_participants
B23,cnn_6::order_phoneme,oof_all,,M_predictor,10080,54096,30820.6282481216,0.569739504734575,cnn_6,order_phoneme,ft,order_independent_168_participants
B23,cnn_6::order_sentence,oof_all,,M_predictor,10080,54096,30814.0162082709,0.569617276846178,cnn_6,order_sentence,ft,order_independent_168_participants
B23,cnn_6::order_word,oof_all,,M_predictor,10080,54096,30795.7621627899,0.56927983885666,cnn_6,order_word,ft,order_independent_168_participants
B23,cnn_6::overall,oof_all,,M_predictor,10080,54096,30804.3666975352,0.56943889931853,cnn_6,overall,ft,order_independent_168_participants
B23,cnn_6::within_token_phoneme,oof_all,,M_predictor,10080,54096,30810.116850396,0.569545194661268,cnn_6,within_token_phoneme,ft,order_independent_168_participants
B23,cnn_6::within_token_sentence,oof_all,,M_predictor,10080,54096,30833.7708209336,0.56998245380312,cnn_6,within_token_sentence,ft,order_independent_168_participants
B23,cnn_6::within_token_word,oof_all,,M_predictor,10080,54096,30825.4623927563,0.56982886706515,cnn_6,within_token_word,ft,order_independent_168_participants
B23,cnn_6::within_type_phoneme,oof_all,,M_predictor,10080,54096,30792.9552691545,0.569227951588924,cnn_6,within_type_phoneme,ft,order_independent_168_participants
B23,cnn_6::within_type_word,oof_all,,M_predictor,10080,54096,30791.5130556735,0.569201291327889,cnn_6,within_type_word,ft,order_independent_168_participants
B23,tr_0::between_type_phoneme,oof_all,,M_predictor,10080,54096,30801.8086821024,0.569391612727418,tr_0,between_type_phoneme,ft,order_independent_168_participants
B23,tr_0::between_type_sentence,oof_all,,M_predictor,10080,54096,30796.2289561102,0.569288467836996,tr_0,between_type_sentence,ft,order_independent_168_participants
B23,tr_0::between_type_word,oof_all,,M_predictor,10080,54096,30810.1487304573,0.569545783985087,tr_0,between_type_word,ft,order_independent_168_participants
B23,tr_0::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30790.9757826985,0.569191359484962,tr_0,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,tr_0::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30789.7944517089,0.569169521807691,tr_0,mean_dissimilarity_word,ft,order_independent_168_participants
B23,tr_0::order_phoneme,oof_all,,M_predictor,10080,54096,30813.3922276332,0.569605742155302,tr_0,order_phoneme,ft,order_independent_168_participants
B23,tr_0::order_sentence,oof_all,,M_predictor,10080,54096,30810.7334256933,0.569556592459577,tr_0,order_sentence,ft,order_independent_168_participants
B23,tr_0::order_word,oof_all,,M_predictor,10080,54096,30804.0603207486,0.569433235742913,tr_0,order_word,ft,order_independent_168_participants
B23,tr_0::overall,oof_all,,M_predictor,10080,54096,30792.6048149493,0.569221473213348,tr_0,overall,ft,order_independent_168_participants
B23,tr_0::within_token_phoneme,oof_all,,M_predictor,10080,54096,30798.4844153879,0.569330161479368,tr_0,within_token_phoneme,ft,order_independent_168_participants
B23,tr_0::within_token_sentence,oof_all,,M_predictor,10080,54096,30800.4138745779,0.569365828796545,tr_0,within_token_sentence,ft,order_independent_168_participants
B23,tr_0::within_token_word,oof_all,,M_predictor,10080,54096,30797.902371631,0.569319402019206,tr_0,within_token_word,ft,order_independent_168_participants
B23,tr_0::within_type_phoneme,oof_all,,M_predictor,10080,54096,30793.4253485845,0.569236641315152,tr_0,within_type_phoneme,ft,order_independent_168_participants
B23,tr_0::within_type_word,oof_all,,M_predictor,10080,54096,30791.2572242702,0.569196562116796,tr_0,within_type_word,ft,order_independent_168_participants
B23,tr_10::between_type_phoneme,oof_all,,M_predictor,10080,54096,30792.7842137941,0.569224789518525,tr_10,between_type_phoneme,ft,order_independent_168_participants
B23,tr_10::between_type_sentence,oof_all,,M_predictor,10080,54096,30755.6519869947,0.568538375979641,tr_10,between_type_sentence,ft,order_independent_168_participants
B23,tr_10::between_type_word,oof_all,,M_predictor,10080,54096,30790.6347784152,0.569185055797382,tr_10,between_type_word,ft,order_independent_168_participants
B23,tr_10::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30807.7161343012,0.569500815851471,tr_10,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,tr_10::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30799.2438398065,0.569344199937268,tr_10,mean_dissimilarity_word,ft,order_independent_168_participants
B23,tr_10::order_phoneme,oof_all,,M_predictor,10080,54096,30822.5929112349,0.569775822819338,tr_10,order_phoneme,ft,order_independent_168_participants
B23,tr_10::order_sentence,oof_all,,M_predictor,10080,54096,30815.981277966,0.569653602446873,tr_10,order_sentence,ft,order_independent_168_participants
B23,tr_10::order_word,oof_all,,M_predictor,10080,54096,30865.9475382776,0.570577261503209,tr_10,order_word,ft,order_independent_168_participants
B23,tr_10::overall,oof_all,,M_predictor,10080,54096,30816.8498644498,0.569669658837063,tr_10,overall,ft,order_independent_168_participants
B23,tr_10::within_token_phoneme,oof_all,,M_predictor,10080,54096,30796.3716792768,0.569291106168234,tr_10,within_token_phoneme,ft,order_independent_168_participants
B23,tr_10::within_token_sentence,oof_all,,M_predictor,10080,54096,30805.8355676012,0.569466052344004,tr_10,within_token_sentence,ft,order_independent_168_participants
B23,tr_10::within_token_word,oof_all,,M_predictor,10080,54096,30792.7543557809,0.56922423757359,tr_10,within_token_word,ft,order_independent_168_participants
B23,tr_10::within_type_phoneme,oof_all,,M_predictor,10080,54096,30808.7517617494,0.569519960103324,tr_10,within_type_phoneme,ft,order_independent_168_participants
B23,tr_10::within_type_word,oof_all,,M_predictor,10080,54096,30817.5780668108,0.569683120134776,tr_10,within_type_word,ft,order_independent_168_participants
B23,tr_12::between_type_phoneme,oof_all,,M_predictor,10080,54096,30771.0307632065,0.56882266273304,tr_12,between_type_phoneme,ft,order_independent_168_participants
B23,tr_12::between_type_sentence,oof_all,,M_predictor,10080,54096,30746.5186315969,0.568369539921564,tr_12,between_type_sentence,ft,order_independent_168_participants
B23,tr_12::between_type_word,oof_all,,M_predictor,10080,54096,30821.4701728574,0.569755068264889,tr_12,between_type_word,ft,order_independent_168_participants
B23,tr_12::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30816.9200176024,0.569670955664049,tr_12,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,tr_12::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30822.3976443753,0.569772213183512,tr_12,mean_dissimilarity_word,ft,order_independent_168_participants
B23,tr_12::order_phoneme,oof_all,,M_predictor,10080,54096,30814.752299681,0.569630883978131,tr_12,order_phoneme,ft,order_independent_168_participants
B23,tr_12::order_sentence,oof_all,,M_predictor,10080,54096,30788.300555053,0.569141906149308,tr_12,order_sentence,ft,order_independent_168_participants
B23,tr_12::order_word,oof_all,,M_predictor,10080,54096,30787.7171133857,0.569131120847857,tr_12,order_word,ft,order_independent_168_participants
B23,tr_12::overall,oof_all,,M_predictor,10080,54096,30802.6324347074,0.569406840333988,tr_12,overall,ft,order_independent_168_participants
B23,tr_12::within_token_phoneme,oof_all,,M_predictor,10080,54096,30827.7879699694,0.569871856883492,tr_12,within_token_phoneme,ft,order_independent_168_participants
B23,tr_12::within_token_sentence,oof_all,,M_predictor,10080,54096,30803.2436534551,0.569418139112967,tr_12,within_token_sentence,ft,order_independent_168_participants
B23,tr_12::within_token_word,oof_all,,M_predictor,10080,54096,30820.0106664848,0.569728088333423,tr_12,within_token_word,ft,order_independent_168_participants
B23,tr_12::within_type_phoneme,oof_all,,M_predictor,10080,54096,30821.645714016,0.569758313258207,tr_12,within_type_phoneme,ft,order_independent_168_participants
B23,tr_12::within_type_word,oof_all,,M_predictor,10080,54096,30866.770287089,0.570592470553996,tr_12,within_type_word,ft,order_independent_168_participants
B23,tr_14::between_type_phoneme,oof_all,,M_predictor,10080,54096,30801.5521351115,0.569386870288219,tr_14,between_type_phoneme,ft,order_independent_168_participants
B23,tr_14::between_type_sentence,oof_all,,M_predictor,10080,54096,30804.4536412271,0.569440506529634,tr_14,between_type_sentence,ft,order_independent_168_participants
B23,tr_14::between_type_word,oof_all,,M_predictor,10080,54096,30800.5488135396,0.569368323231654,tr_14,between_type_word,ft,order_independent_168_participants
