dataset_id,source,layer,scope,family,mean_z,ci_low,ci_high,n_folds,model_variant,measure
B23,,tr_14,historical_test_fold_refit,HVE,4.421750717501317,1.606849706427542,7.960735359698249,3,base,overall
B23,,tr_16,historical_test_fold_refit,HVE,4.023907848534287,1.2853602542545846,7.5806276338658645,3,base,overall
B23,,tr_18,historical_test_fold_refit,HVE,4.083230089194299,1.3071534908512392,7.7627614992345375,3,base,overall
B23,,tr_2,historical_test_fold_refit,HVE,3.9693581790795833,1.480633753107078,6.575849016782391,3,base,overall
B23,,tr_20,historical_test_fold_refit,HVE,4.5827024248021795,2.264878247559344,7.682416425077871,3,base,overall
B23,,tr_22,historical_test_fold_refit,HVE,4.89785072298985,2.4543761186488386,7.889892218040055,3,base,overall
B23,,tr_24,historical_test_fold_refit,HVE,5.092755906457594,2.503026895982371,7.681846233455992,3,base,overall
B23,,tr_4,historical_test_fold_refit,HVE,3.7135689023763203,0.1190966358187788,8.011844354349352,3,base,overall
B23,,tr_6,historical_test_fold_refit,HVE,3.781642236029835,0.20706276867803916,8.033035367687164,3,base,overall
B23,,tr_8,historical_test_fold_refit,HVE,3.641585554620398,-0.13204797944659324,7.989275421937791,3,base,overall
B23,,cnn_2,historical_test_fold_refit,HVE,2.23835863920682,-1.186436409179021,5.853881355026762,3,base,within_token_phoneme
B23,,cnn_3,historical_test_fold_refit,HVE,0.45996287088446836,-2.1724707892097737,3.546859905190922,3,base,within_token_phoneme
B23,,cnn_4,historical_test_fold_refit,HVE,2.262453235823853,-1.017316986772832,5.556561276895713,3,base,within_token_phoneme
B23,,cnn_5,historical_test_fold_refit,HVE,1.103106878714667,-2.751845070107622,6.234181781968492,3,base,within_token_phoneme
B23,,cnn_6,historical_test_fold_refit,HVE,-1.43694813490064,-5.354551610786805,2.62256520489963,3,base,within_token_phoneme
B23,,tr_0,historical_test_fold_refit,HVE,2.184336870355787,-1.381162426682239,6.927589002142358,3,base,within_token_phoneme
B23,,tr_10,historical_test_fold_refit,HVE,1.2489662905762935,-3.2758843683080947,5.797867434360473,3,base,within_token_phoneme
B23,,tr_12,historical_test_fold_refit,HVE,3.5455140811689234,0.08334882622226913,6.585286619151835,3,base,within_token_phoneme
B23,,tr_14,historical_test_fold_refit,HVE,4.054593923226638,0.5427853484874299,8.085586116822284,3,base,within_token_phoneme
B23,,tr_16,historical_test_fold_refit,HVE,1.622991557672823,-2.119635378852846,6.530285181253966,3,base,within_token_phoneme
B23,,tr_18,historical_test_fold_refit,HVE,1.6689436755617135,-2.0784771806406344,6.548933432049525,3,base,within_token_phoneme
B23,,tr_2,historical_test_fold_refit,HVE,2.013078445865234,-2.49326280944309,6.931786404281038,3,base,within_token_phoneme
B23,,tr_20,historical_test_fold_refit,HVE,2.630678672627066,-0.8387341490919648,7.122475044899984,3,base,within_token_phoneme
B23,,tr_22,historical_test_fold_refit,HVE,2.223250335374735,-1.998845918976325,7.300142210924909,3,base,within_token_phoneme
B23,,tr_24,historical_test_fold_refit,HVE,1.274579651079783,-2.9210925059507495,6.555267007548084,3,base,within_token_phoneme
B23,,tr_4,historical_test_fold_refit,HVE,1.5791426011847716,-3.0019816679499955,6.704100851948079,3,base,within_token_phoneme
B23,,tr_6,historical_test_fold_refit,HVE,1.6367823888119861,-2.9456520495313248,6.694248624258933,3,base,within_token_phoneme
B23,,tr_8,historical_test_fold_refit,HVE,1.552898616319841,-3.036820675700821,6.43108782591577,3,base,within_token_phoneme
B23,,cnn_2,historical_test_fold_refit,HVE,3.282717543406928,0.8388935912505341,5.403017504641551,3,base,within_token_sentence
B23,,cnn_3,historical_test_fold_refit,HVE,0.8447359961804101,-2.41616969648175,4.642366468860614,3,base,within_token_sentence
B23,,cnn_4,historical_test_fold_refit,HVE,3.0361619860477034,0.8545513194105905,5.03691750010128,3,base,within_token_sentence
B23,,cnn_5,historical_test_fold_refit,HVE,2.6441042756083437,0.27160672162734456,4.493994850296886,3,base,within_token_sentence
B23,,cnn_6,historical_test_fold_refit,HVE,1.5448476674973632,-1.1345318328942124,3.849859547611393,3,base,within_token_sentence
B23,,tr_0,historical_test_fold_refit,HVE,3.064820690611674,0.5433562622335276,5.228320147730408,3,base,within_token_sentence
B23,,tr_10,historical_test_fold_refit,HVE,3.525467118524261,-0.17313077617679956,7.9553459161617806,3,base,within_token_sentence
B23,,tr_12,historical_test_fold_refit,HVE,3.0181878165004226,-0.9010869216499646,7.746263845526723,3,base,within_token_sentence
B23,,tr_14,historical_test_fold_refit,HVE,4.0295235118861354,0.9040356731427979,7.961870524318671,3,base,within_token_sentence
B23,,tr_16,historical_test_fold_refit,HVE,3.6218503820464405,0.6515436817077704,7.575849660490358,3,base,within_token_sentence
B23,,tr_18,historical_test_fold_refit,HVE,3.7053678911799763,0.5713551361730924,7.78511607585667,3,base,within_token_sentence
B23,,tr_2,historical_test_fold_refit,HVE,3.8753960018484737,1.1758545278865582,6.886950231672022,3,base,within_token_sentence
B23,,tr_20,historical_test_fold_refit,HVE,4.18669082781448,1.4047835675088745,7.824818103591509,3,base,within_token_sentence
B23,,tr_22,historical_test_fold_refit,HVE,4.59144060184828,1.7414182717023765,8.03726949681617,3,base,within_token_sentence
B23,,tr_24,historical_test_fold_refit,HVE,4.642544598930457,1.5197966843958053,7.863376416701956,3,base,within_token_sentence
B23,,tr_4,historical_test_fold_refit,HVE,3.488221204308958,-0.26863399838184493,7.948156318282927,3,base,within_token_sentence
B23,,tr_6,historical_test_fold_refit,HVE,3.5474983729096556,-0.17788856205194575,7.9681301675690435,3,base,within_token_sentence
B23,,tr_8,historical_test_fold_refit,HVE,3.384188027749996,-0.537934167582838,7.894306364188903,3,base,within_token_sentence
B23,,cnn_2,historical_test_fold_refit,HVE,2.79320649129142,-0.14370956226655468,5.614398340271442,3,base,within_token_word
B23,,cnn_3,historical_test_fold_refit,HVE,0.3356514608720233,-2.180474660221814,3.5580597780843632,3,base,within_token_word
B23,,cnn_4,historical_test_fold_refit,HVE,1.8830567027610565,-1.1534705073569138,4.559468081128885,3,base,within_token_word
B23,,cnn_5,historical_test_fold_refit,HVE,1.8036087491286168,-1.7532535328476495,5.534852371616396,3,base,within_token_word
B23,,cnn_6,historical_test_fold_refit,HVE,-0.21408738102680624,-3.7530827993142175,3.0098375010977003,3,base,within_token_word
B23,,tr_0,historical_test_fold_refit,HVE,1.8671730816845618,-1.891179121406755,6.312836567881623,3,base,within_token_word
B23,,tr_10,historical_test_fold_refit,HVE,3.5781918935245742,-0.20266631025183446,7.9763002549129585,3,base,within_token_word
B23,,tr_12,historical_test_fold_refit,HVE,3.7619637450513856,0.054732190754085974,8.022577361932143,3,base,within_token_word
B23,,tr_14,historical_test_fold_refit,HVE,3.6145507811586444,-0.047581281946277754,7.9857215180587,3,base,within_token_word
B23,,tr_16,historical_test_fold_refit,HVE,3.715745378490888,0.21172485842924887,7.986919066416778,3,base,within_token_word
B23,,tr_18,historical_test_fold_refit,HVE,3.944727061922641,0.523505210283036,8.055704609615063,3,base,within_token_word
B23,,tr_2,historical_test_fold_refit,HVE,3.616372237756839,0.6083806183283261,7.481824444829814,3,base,within_token_word
B23,,tr_20,historical_test_fold_refit,HVE,4.750303679673803,2.088690953877225,7.980956627609355,3,base,within_token_word
B23,,tr_22,historical_test_fold_refit,HVE,3.0546902230431066,-0.6282877815164951,7.686136998127489,3,base,within_token_word
B23,,tr_24,historical_test_fold_refit,HVE,2.83054935436979,-1.41665493308688,7.516756894941759,3,base,within_token_word
B23,,tr_4,historical_test_fold_refit,HVE,3.1147064054474334,-0.928543271104951,7.781065944462296,3,base,within_token_word
B23,,tr_6,historical_test_fold_refit,HVE,3.6559124097789515,-0.0919871772195506,7.998564488775639,3,base,within_token_word
B23,,tr_8,historical_test_fold_refit,HVE,3.0015158821096235,-1.1340170397328118,7.694561469267149,3,base,within_token_word
B23,,cnn_2,historical_test_fold_refit,HVE,5.694795613924453,5.225917932948911,6.061309226712,3,base,within_type_phoneme
B23,,cnn_3,historical_test_fold_refit,HVE,2.642156687474023,-1.8865182859194254,6.770435056703155,3,base,within_type_phoneme
B23,,cnn_4,historical_test_fold_refit,HVE,4.401082533122279,0.7882485270694405,7.151030397147947,3,base,within_type_phoneme
B23,,cnn_5,historical_test_fold_refit,HVE,4.958808407830975,2.0099330251452368,7.300304399996076,3,base,within_type_phoneme
B23,,cnn_6,historical_test_fold_refit,HVE,4.766069231078206,2.1741009395268245,7.161167281920331,3,base,within_type_phoneme
B23,,tr_0,historical_test_fold_refit,HVE,5.360314270909018,3.2927412780140215,6.9118596203258456,3,base,within_type_phoneme
B23,,tr_10,historical_test_fold_refit,HVE,1.5491641083681909,-1.7499752800317776,5.135319121684616,3,base,within_type_phoneme
B23,,tr_12,historical_test_fold_refit,HVE,1.7722859901795835,-1.2627914355167702,4.552682792580912,3,base,within_type_phoneme
B23,,tr_14,historical_test_fold_refit,HVE,-0.012942029775109868,-2.5341830117018724,3.1372699085413505,3,base,within_type_phoneme
B23,,tr_16,historical_test_fold_refit,HVE,1.8575666530796868,-1.688411964049128,5.544727718690809,3,base,within_type_phoneme
B23,,tr_18,historical_test_fold_refit,HVE,1.9788368777170702,-2.6185548547598714,5.9822702836374075,3,base,within_type_phoneme
B23,,tr_2,historical_test_fold_refit,HVE,5.302170928499696,3.5653070508881326,7.229759143208754,3,base,within_type_phoneme
B23,,tr_20,historical_test_fold_refit,HVE,0.3854158224607633,-3.4935902014379843,5.586250306807545,3,base,within_type_phoneme
B23,,tr_22,historical_test_fold_refit,HVE,4.378940134736157,0.7523988583711861,7.1043067833966616,3,base,within_type_phoneme
B23,,tr_24,historical_test_fold_refit,HVE,-0.2552562584268602,-5.418757673320074,3.6663101198162487,3,base,within_type_phoneme
B23,,tr_4,historical_test_fold_refit,HVE,4.562770225765977,1.8114691199922919,6.874744628146838,3,base,within_type_phoneme
B23,,tr_6,historical_test_fold_refit,HVE,4.347414871218316,1.267279965541603,7.102317948688755,3,base,within_type_phoneme
B23,,tr_8,historical_test_fold_refit,HVE,3.511356076751836,0.7690152442509177,5.956698347219792,3,base,within_type_phoneme
B23,,cnn_2,historical_test_fold_refit,HVE,3.6822525842451466,1.796964857784573,6.062448172318643,3,base,within_type_word
B23,,cnn_3,historical_test_fold_refit,HVE,2.2437661987127,-1.1910100631451743,5.965627524533694,3,base,within_type_word
B23,,cnn_4,historical_test_fold_refit,HVE,4.095086066654732,0.4498218576697861,7.315605899960503,3,base,within_type_word
B23,,cnn_5,historical_test_fold_refit,HVE,4.038828441199205,1.3996625322745255,6.809443972160227,3,base,within_type_word
B23,,cnn_6,historical_test_fold_refit,HVE,2.244271073627623,-1.6634769686247795,6.228660914725327,3,base,within_type_word
B23,,tr_0,historical_test_fold_refit,HVE,2.9054132198773104,-1.6551076604229928,6.926841259734584,3,base,within_type_word
B23,,tr_10,historical_test_fold_refit,HVE,-1.6296832794322096,-6.576968631782228,2.037608465423421,3,base,within_type_word
B23,,tr_12,historical_test_fold_refit,HVE,-3.72436097393469,-7.29332073441051,-0.04053461128788127,3,base,within_type_word
B23,,tr_14,historical_test_fold_refit,HVE,-2.180919053642397,-6.915052254476032,2.275026378106353,3,base,within_type_word
B23,,tr_16,historical_test_fold_refit,HVE,-3.677432528325417,-7.840780237688837,0.17848615052528577,3,base,within_type_word
B23,,tr_18,historical_test_fold_refit,HVE,-2.64206178482536,-7.32379337016579,1.68247718055171,3,base,within_type_word
B23,,tr_2,historical_test_fold_refit,HVE,4.28915726323277,0.5628434170756654,7.282483899083089,3,base,within_type_word
B23,,tr_20,historical_test_fold_refit,HVE,-2.289950820658703,-6.963226869060759,2.132075802110044,3,base,within_type_word
B23,,tr_22,historical_test_fold_refit,HVE,-2.327857923418988,-7.356571550346031,1.9683943206490517,3,base,within_type_word
B23,,tr_24,historical_test_fold_refit,HVE,-0.36760321459296313,-5.3411035608265856,4.322977285973861,3,base,within_type_word
B23,,tr_4,historical_test_fold_refit,HVE,5.174766150006587,3.251798027074776,6.665422855506876,3,base,within_type_word
B23,,tr_6,historical_test_fold_refit,HVE,4.462959486781247,1.9064313033823055,6.411589108871698,3,base,within_type_word
B23,,tr_8,historical_test_fold_refit,HVE,4.250259880751126,0.5031910576666,7.044662971348792,3,base,within_type_word
B23,,cnn_2,historical_test_fold_refit,HVE,3.739748275868493,1.7941914968695616,5.21848028807193,3,ft,between_type_phoneme
B23,,cnn_3,historical_test_fold_refit,HVE,1.2899261162856785,-2.0362287745520495,5.084338714311996,3,ft,between_type_phoneme
B23,,cnn_4,historical_test_fold_refit,HVE,2.026178346114213,-0.36141974004154487,4.696259124052617,3,ft,between_type_phoneme
B23,,cnn_5,historical_test_fold_refit,HVE,1.71319504271317,-0.8234114910302779,4.340776029863701,3,ft,between_type_phoneme
B23,,cnn_6,historical_test_fold_refit,HVE,1.7826484744834632,-0.7313295364399774,4.403928489828525,3,ft,between_type_phoneme
B23,,tr_0,historical_test_fold_refit,HVE,1.7435622065962535,-1.374350521875305,4.531171506269063,3,ft,between_type_phoneme
B23,,tr_10,historical_test_fold_refit,HVE,0.7213828231051419,-3.272210496470471,5.305126919314673,3,ft,between_type_phoneme
B23,,tr_12,historical_test_fold_refit,HVE,3.1068479947140535,-0.4075245196690311,7.632112733628437,3,ft,between_type_phoneme
B23,,tr_14,historical_test_fold_refit,HVE,-0.4667199567165666,-4.444763252990335,3.040613313922989,3,ft,between_type_phoneme
B23,,tr_16,historical_test_fold_refit,HVE,-0.7354345692117263,-5.82076730167992,3.1800547612326047,3,ft,between_type_phoneme
B23,,tr_18,historical_test_fold_refit,HVE,1.4055294052197167,-3.720776242631128,5.224029597630979,3,ft,between_type_phoneme
B23,,tr_2,historical_test_fold_refit,HVE,1.8757765333804393,-1.8733885909805825,6.274570800485121,3,ft,between_type_phoneme
B23,,tr_20,historical_test_fold_refit,HVE,0.87233812386485,-4.433409742973417,4.957558323474264,3,ft,between_type_phoneme
B23,,tr_22,historical_test_fold_refit,HVE,4.780736131896178,1.590907160882107,7.375980556818154,3,ft,between_type_phoneme
B23,,tr_24,historical_test_fold_refit,HVE,-3.9328648250608964,-6.577201000718235,-1.870299452223663,3,ft,between_type_phoneme
B23,,tr_4,historical_test_fold_refit,HVE,2.874669780370492,-0.6745988302913964,7.490477578069598,3,ft,between_type_phoneme
B23,,tr_6,historical_test_fold_refit,HVE,3.573449990481452,0.5338952385953398,7.413544574710611,3,ft,between_type_phoneme
B23,,tr_8,historical_test_fold_refit,HVE,3.276669866251224,1.0691558735645557,4.987332518710988,3,ft,between_type_phoneme
B23,,cnn_2,historical_test_fold_refit,HVE,3.275988451203601,1.0585859860065676,5.993371466258402,3,ft,between_type_sentence
B23,,cnn_3,historical_test_fold_refit,HVE,1.3133310723897103,-3.460510686583473,5.826294464234808,3,ft,between_type_sentence
B23,,cnn_4,historical_test_fold_refit,HVE,4.663827082777637,3.1836895400960095,6.426987637783264,3,ft,between_type_sentence
B23,,cnn_5,historical_test_fold_refit,HVE,2.6327612298657344,0.6281190921050144,5.326462643628477,3,ft,between_type_sentence
B23,,cnn_6,historical_test_fold_refit,HVE,3.199933101575052,0.18580651071716375,6.458681842166433,3,ft,between_type_sentence
B23,,tr_0,historical_test_fold_refit,HVE,1.1761645436497898,-3.7345575148972467,5.744250773143113,3,ft,between_type_sentence
B23,,tr_10,historical_test_fold_refit,HVE,5.301957092057943,2.9948815082359985,7.3498261774611535,3,ft,between_type_sentence
B23,,tr_12,historical_test_fold_refit,HVE,5.510462381135954,3.7325011620637976,6.912335113311943,3,ft,between_type_sentence
B23,,tr_14,historical_test_fold_refit,HVE,2.497136175361067,-2.3304952606268654,6.0843601241645136,3,ft,between_type_sentence
B23,,tr_16,historical_test_fold_refit,HVE,-1.6474684487247762,-6.713867717695245,2.9312703736920187,3,ft,between_type_sentence
B23,,tr_18,historical_test_fold_refit,HVE,2.8999958397089536,-1.7441704649455643,6.53963761910487,3,ft,between_type_sentence
B23,,tr_2,historical_test_fold_refit,HVE,4.93786030615663,2.968985987018174,6.88860101030243,3,ft,between_type_sentence
B23,,tr_20,historical_test_fold_refit,HVE,1.3550865472739302,-3.3640751384842678,5.845202685635126,3,ft,between_type_sentence
B23,,tr_22,historical_test_fold_refit,HVE,-2.0475038859056296,-7.119350673240538,2.398501400270924,3,ft,between_type_sentence
B23,,tr_24,historical_test_fold_refit,HVE,-1.8336449329289701,-6.9502208012023114,2.192688832512166,3,ft,between_type_sentence
B23,,tr_4,historical_test_fold_refit,HVE,5.66152067642651,4.285322306515958,7.040461570603633,3,ft,between_type_sentence
B23,,tr_6,historical_test_fold_refit,HVE,4.28969378678256,0.5517424889412391,7.220541063961038,3,ft,between_type_sentence
B23,,tr_8,historical_test_fold_refit,HVE,1.2906719337022932,-3.919170581376286,5.246786727285709,3,ft,between_type_sentence
B23,,cnn_2,historical_test_fold_refit,HVE,2.8708648143547144,0.7461194493465981,5.24151957402113,3,ft,between_type_word
B23,,cnn_3,historical_test_fold_refit,HVE,1.2503927489088733,-3.2762564418968068,5.686593617921001,3,ft,between_type_word
B23,,cnn_4,historical_test_fold_refit,HVE,4.3367884345721635,2.026739971343707,6.788945473486383,3,ft,between_type_word
B23,,cnn_5,historical_test_fold_refit,HVE,2.442184255089003,-0.2788425554752086,5.6773308439948185,3,ft,between_type_word
B23,,cnn_6,historical_test_fold_refit,HVE,3.108576852095899,0.5990851242663157,6.064864492503263,3,ft,between_type_word
B23,,tr_0,historical_test_fold_refit,HVE,1.3447048889317539,-3.670991714090417,5.898504069266984,3,ft,between_type_word
B23,,tr_10,historical_test_fold_refit,HVE,-3.50813478502146,-6.866881542244159,0.8285908594968979,3,ft,between_type_word
B23,,tr_12,historical_test_fold_refit,HVE,-1.7993510911041597,-5.809634798709968,2.672619989486726,3,ft,between_type_word
B23,,tr_14,historical_test_fold_refit,HVE,-5.5065800103286096,-7.021797149465257,-4.268231838100133,3,ft,between_type_word
B23,,tr_16,historical_test_fold_refit,HVE,-2.6422087404439134,-7.4558146877687035,1.6575526312815323,3,ft,between_type_word
B23,,tr_18,historical_test_fold_refit,HVE,-2.7387664320679597,-7.556705008228797,1.4971391463997,3,ft,between_type_word
B23,,tr_2,historical_test_fold_refit,HVE,3.36230015871284,1.503890610364127,5.622633401738478,3,ft,between_type_word
B23,,tr_20,historical_test_fold_refit,HVE,-1.8968850355854971,-7.046955174304883,2.5460950622504943,3,ft,between_type_word
B23,,tr_22,historical_test_fold_refit,HVE,-0.5905873121186266,-5.926865238892302,3.566509995648558,3,ft,between_type_word
B23,,tr_24,historical_test_fold_refit,HVE,-0.1976142236754764,-5.638575536936252,4.339811652149107,3,ft,between_type_word
B23,,tr_4,historical_test_fold_refit,HVE,4.78688766191285,2.5409306465401857,7.71812571871863,3,ft,between_type_word
B23,,tr_6,historical_test_fold_refit,HVE,4.701655372057204,1.4129799168465913,7.368434520778719,3,ft,between_type_word
B23,,tr_8,historical_test_fold_refit,HVE,-0.19833737426056994,-5.626927391698103,4.163738429250751,3,ft,between_type_word
B23,,cnn_2,historical_test_fold_refit,HVE,5.765967663218877,5.567335551088899,5.944748418136275,3,ft,mean_dissimilarity_phoneme
B23,,cnn_3,historical_test_fold_refit,HVE,2.68689355615498,-1.7955672019616458,6.789688137583287,3,ft,mean_dissimilarity_phoneme
B23,,cnn_4,historical_test_fold_refit,HVE,4.50892599541693,1.000694792396596,7.1990578564130905,3,ft,mean_dissimilarity_phoneme
B23,,cnn_5,historical_test_fold_refit,HVE,5.351273693453767,3.2137242700307453,7.338507544757318,3,ft,mean_dissimilarity_phoneme
B23,,cnn_6,historical_test_fold_refit,HVE,4.8762659378467825,2.847246899062677,6.89877625881351,3,ft,mean_dissimilarity_phoneme
B23,,tr_0,historical_test_fold_refit,HVE,5.402534360642097,3.2774219592986515,7.138536242449134,3,ft,mean_dissimilarity_phoneme
B23,,tr_10,historical_test_fold_refit,HVE,-1.5004749647425368,-6.294269097178358,2.3530322541398667,3,ft,mean_dissimilarity_phoneme
B23,,tr_12,historical_test_fold_refit,HVE,1.2424213574242,-4.06348068599994,5.42161371940592,3,ft,mean_dissimilarity_phoneme
B23,,tr_14,historical_test_fold_refit,HVE,2.192058039854253,-2.849645126064264,6.440034656091033,3,ft,mean_dissimilarity_phoneme
B23,,tr_16,historical_test_fold_refit,HVE,1.3576239245695136,-3.95146003485448,5.744092052978503,3,ft,mean_dissimilarity_phoneme
B23,,tr_18,historical_test_fold_refit,HVE,5.3841835054289335,3.693821801617503,6.829504599604143,3,ft,mean_dissimilarity_phoneme
B23,,tr_2,historical_test_fold_refit,HVE,4.418711065638613,0.8984358626712778,7.40585617994758,3,ft,mean_dissimilarity_phoneme
B23,,tr_20,historical_test_fold_refit,HVE,1.2255948066303184,-2.706829310001318,5.380849886175619,3,ft,mean_dissimilarity_phoneme
B23,,tr_22,historical_test_fold_refit,HVE,2.77211909733316,-1.8436727801689163,6.547722154305288,3,ft,mean_dissimilarity_phoneme
B23,,tr_24,historical_test_fold_refit,HVE,1.0030562750195802,-4.010884243692155,5.079554034804748,3,ft,mean_dissimilarity_phoneme
B23,,tr_4,historical_test_fold_refit,HVE,5.538232183919806,4.0760224956613165,6.674832233543599,3,ft,mean_dissimilarity_phoneme
B23,,tr_6,historical_test_fold_refit,HVE,2.04797299680318,-2.2014441755991934,5.98028381779258,3,ft,mean_dissimilarity_phoneme
B23,,tr_8,historical_test_fold_refit,HVE,0.9453289476836432,-3.989865032996364,5.0476292322526595,3,ft,mean_dissimilarity_phoneme
B23,,cnn_2,historical_test_fold_refit,HVE,3.994767240882793,2.2970658887318196,5.654158352955159,3,ft,mean_dissimilarity_word
B23,,cnn_3,historical_test_fold_refit,HVE,2.2688913415231533,-0.2646218295380822,5.407442422435248,3,ft,mean_dissimilarity_word
B23,,cnn_4,historical_test_fold_refit,HVE,3.2794307755833034,-0.31441872486012623,6.842211707160746,3,ft,mean_dissimilarity_word
B23,,cnn_5,historical_test_fold_refit,HVE,5.211967094800943,4.12229733238414,6.427298854805708,3,ft,mean_dissimilarity_word
B23,,cnn_6,historical_test_fold_refit,HVE,3.4579508107262007,0.24274823690456077,6.762467395091553,3,ft,mean_dissimilarity_word
B23,,tr_0,historical_test_fold_refit,HVE,3.2008401525921735,-0.48070705919329165,6.831693985366246,3,ft,mean_dissimilarity_word
B23,,tr_10,historical_test_fold_refit,HVE,2.452924229000413,-2.244240844015887,6.673638975433337,3,ft,mean_dissimilarity_word
B23,,tr_12,historical_test_fold_refit,HVE,0.6827456985798733,-2.1413575047197035,4.20911811103913,3,ft,mean_dissimilarity_word
B23,,tr_14,historical_test_fold_refit,HVE,-1.8724241647218403,-4.805011854421784,1.7449859801992997,3,ft,mean_dissimilarity_word
B23,,tr_16,historical_test_fold_refit,HVE,-1.2098089292351233,-3.877562228369623,2.262311305665075,3,ft,mean_dissimilarity_word
B23,,tr_18,historical_test_fold_refit,HVE,0.16942148835662665,-2.494456530786704,3.2918387997039558,3,ft,mean_dissimilarity_word
B23,,tr_2,historical_test_fold_refit,HVE,3.9958774170702482,0.8558282154662376,7.066936550166415,3,ft,mean_dissimilarity_word
B23,,tr_20,historical_test_fold_refit,HVE,0.08355730137373667,-2.693233514730316,3.614335555538031,3,ft,mean_dissimilarity_word
B23,,tr_22,historical_test_fold_refit,HVE,-0.016823759164714337,-2.8884312206483513,2.7973549346268407,3,ft,mean_dissimilarity_word
B23,,tr_24,historical_test_fold_refit,HVE,-1.31472624952109,-5.127009052694478,2.8582385488182127,3,ft,mean_dissimilarity_word
B23,,tr_4,historical_test_fold_refit,HVE,4.917604264575361,2.5780625360118496,7.086473414611005,3,ft,mean_dissimilarity_word
B23,,tr_6,historical_test_fold_refit,HVE,3.2850128857891234,-1.259124669494052,6.998600439341206,3,ft,mean_dissimilarity_word
B23,,tr_8,historical_test_fold_refit,HVE,3.5618607053315565,-0.07708511818161912,7.04796590922699,3,ft,mean_dissimilarity_word
B23,,cnn_2,historical_test_fold_refit,HVE,0.20014598956945373,-2.695132401287177,2.8346237472922806,3,ft,order_phoneme
B23,,cnn_3,historical_test_fold_refit,HVE,-1.6736789755665067,-4.5057661550500425,1.8903719179896443,3,ft,order_phoneme
B23,,cnn_4,historical_test_fold_refit,HVE,-1.5853407979192466,-4.37777133954673,1.4639123183144132,3,ft,order_phoneme
B23,,cnn_5,historical_test_fold_refit,HVE,-2.3184194595838132,-6.010758421423645,2.567015175548572,3,ft,order_phoneme
B23,,cnn_6,historical_test_fold_refit,HVE,-3.1724690695958144,-6.2463759600997415,-0.5897714648921268,3,ft,order_phoneme
B23,,tr_0,historical_test_fold_refit,HVE,0.19493003628288155,-3.630532971519647,4.093995836034557,3,ft,order_phoneme
B23,,tr_10,historical_test_fold_refit,HVE,-2.4453814896886796,-7.406975389521431,1.8624842739856222,3,ft,order_phoneme
B23,,tr_12,historical_test_fold_refit,HVE,-0.1366515055477399,-5.582923228504139,4.337749168532059,3,ft,order_phoneme
B23,,tr_14,historical_test_fold_refit,HVE,0.1074802329859601,-5.316107815695577,4.701240246575979,3,ft,order_phoneme
B23,,tr_16,historical_test_fold_refit,HVE,-2.4075435143297046,-7.413919489367012,1.7355073666766276,3,ft,order_phoneme
B23,,tr_18,historical_test_fold_refit,HVE,-3.7684122204500095,-8.027878242220766,-0.07669228618955304,3,ft,order_phoneme
B23,,tr_2,historical_test_fold_refit,HVE,-1.7822208845308534,-5.7572966602591835,2.5276038545919457,3,ft,order_phoneme
B23,,tr_20,historical_test_fold_refit,HVE,-4.374984312651043,-8.1115576610314,-1.1411198718273208,3,ft,order_phoneme
B23,,tr_22,historical_test_fold_refit,HVE,-4.9394120866545395,-7.98425083806749,-2.2553896092208148,3,ft,order_phoneme
B23,,tr_24,historical_test_fold_refit,HVE,-3.282765646160137,-7.84939379786835,0.6959450485094929,3,ft,order_phoneme
B23,,tr_4,historical_test_fold_refit,HVE,0.5544281179838269,-3.997043348583847,5.971680678044542,3,ft,order_phoneme
B23,,tr_6,historical_test_fold_refit,HVE,-2.799568321272673,-7.17439731267103,0.6163859129754629,3,ft,order_phoneme
B23,,tr_8,historical_test_fold_refit,HVE,-3.8682308972702866,-7.652273787768751,-1.0630854492490314,3,ft,order_phoneme
B23,,cnn_2,historical_test_fold_refit,HVE,1.75025867501253,-0.8282784001450544,4.230978994797237,3,ft,order_sentence
B23,,cnn_3,historical_test_fold_refit,HVE,-0.6645461155096668,-3.530995838743596,2.9448810379916095,3,ft,order_sentence
B23,,cnn_4,historical_test_fold_refit,HVE,0.07384057742533842,-2.7467074233302378,2.9813620020604787,3,ft,order_sentence
B23,,cnn_5,historical_test_fold_refit,HVE,-2.132924051207697,-6.037028978802819,2.0497158312841854,3,ft,order_sentence
B23,,cnn_6,historical_test_fold_refit,HVE,-1.8988034866479133,-5.586606223668118,1.6543955937720884,3,ft,order_sentence
B23,,tr_0,historical_test_fold_refit,HVE,0.37900917004561485,-3.4228018304001826,4.255462394501135,3,ft,order_sentence
B23,,tr_10,historical_test_fold_refit,HVE,-3.9881657929631906,-7.93592801841316,-0.3278388387398906,3,ft,order_sentence
B23,,tr_12,historical_test_fold_refit,HVE,-4.708656264751243,-7.619444494251482,-1.7183941434181307,3,ft,order_sentence
B23,,tr_14,historical_test_fold_refit,HVE,-4.808018185083753,-8.004221945117829,-2.1144296066437653,3,ft,order_sentence
B23,,tr_16,historical_test_fold_refit,HVE,-3.099811443193552,-7.563399268676131,0.3088868141847466,3,ft,order_sentence
B23,,tr_18,historical_test_fold_refit,HVE,-4.0374012063865035,-7.410239705482141,-1.3113293737163003,3,ft,order_sentence
B23,,tr_2,historical_test_fold_refit,HVE,-1.5775088083228799,-5.639278849844404,3.129854269059789,3,ft,order_sentence
