dataset_id,variant,layer,talker_a_id,talker_b_id,content_id,raw_distance,item_scope,tau,dtw_normalization
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S007,7.8721161442736705,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S008,7.911469560274461,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S009,6.218129534645755,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S010,6.279104637911292,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S011,10.073363408982997,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S013,11.068098887285505,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S014,5.646033642753028,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S015,8.452725489126328,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S016,11.218727814470004,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S017,6.973226995965675,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S018,7.956954216040116,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S019,8.811282530869839,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S020,10.746540901049073,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S021,3.2983749901242896,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S022,10.090121119976027,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S023,9.90034188313577,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S025,6.246257444953651,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S026,9.689549389715332,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S027,7.658712239479931,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S028,10.297485776169271,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S029,5.519276000088866,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S030,11.01518846430277,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S031,4.508247798030476,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S032,6.488455834576682,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S038,4.895280927418524,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_131,HT1_S041,4.425910796411694,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S001,4.976001504132263,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S002,5.8625179618833805,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S003,6.537247923244501,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S004,5.087544066467848,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S005,7.338946445220685,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S006,5.26464818777753,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S007,6.151903508776417,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S008,8.809141945517142,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S009,6.387143210632752,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S010,6.319048188437674,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S011,9.150231898043444,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S013,11.316848526182984,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S014,4.829113635635541,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S015,9.942551873550048,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S016,11.9802773732066,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S017,6.366326151097188,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S018,6.633079237335869,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S019,9.573483839150079,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S020,11.276450677924243,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S021,3.9417532600347682,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S022,9.938786917795818,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S023,9.718700797942368,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S025,7.242970235177333,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S026,9.096052396460616,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S027,6.798438929358026,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S028,9.557289307663915,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S029,5.502290701788882,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S030,10.777098297133232,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S031,4.569467279042335,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S032,6.017042959613801,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S038,3.280894492398049,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.CMN.CMN_M_043,X21.ENG.ENG_M_133,HT1_S041,4.644032302225325,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S001,6.457785158430757,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S002,8.056553547655902,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S003,2.9271800770392358,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S004,7.041852849663157,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S005,6.238430219872087,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S006,2.1306872554833287,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S007,19.778004675444627,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S008,5.5287652317091815,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S009,21.817059434870835,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S010,4.2463425006824345,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S011,5.877823151728437,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S013,3.8427059773028955,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S014,7.559740977992768,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S015,4.193996757664973,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S016,3.4017927071408063,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S017,3.5709602300576964,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S018,15.40428925824938,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S019,12.342048843360388,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S020,3.6123116633617123,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S021,2.945327961967355,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S022,11.028773218154468,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S023,3.257960343478976,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S025,3.628395676736675,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S026,13.22974381306399,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S027,4.51955509414299,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S028,18.416431844270647,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S029,7.764386062997615,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S030,14.1820204382237,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S031,3.737537233287499,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S032,6.01747010352509,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S038,11.699156203658458,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_066,HT1_S041,14.32937272204673,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S001,6.317154138584944,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S002,7.183124339730727,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S003,2.7594830819853486,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S004,6.2192209621805645,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S005,4.8030009080770695,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S006,17.251894243411353,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S007,18.140108679060035,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S008,4.741901441442195,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S009,10.123659099920115,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S010,2.5007670581470505,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S011,7.737161652391946,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S013,4.6988370783772995,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S014,6.59537326629856,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S015,3.7978418490902834,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S016,4.085081663540184,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S017,5.598962716482492,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S018,10.745349998162048,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S019,11.363942609303288,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S020,3.9016463491398525,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S021,1.9447314253014234,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S022,10.179612540697835,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S023,4.50999476655827,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S025,4.6643309786965625,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S026,15.2822665579881,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S027,4.183203935273848,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S028,13.240361442697443,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S029,8.43271173861642,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S030,11.000201558616935,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S031,3.924376253691561,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S032,7.663452541729651,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S038,10.553559268205104,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_070,HT1_S041,12.65041879484044,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S001,6.330334271814414,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S002,10.67738047335055,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S003,1.8555773100609605,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S004,5.481615095994404,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S005,7.831564863113979,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S006,6.213079362957797,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S007,16.031010057835697,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S008,3.8035252264004473,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S009,21.767024550349614,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S010,2.929180321660081,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S011,3.4440003978846816,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S013,3.303346762780351,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S014,6.273503734824904,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S015,3.973251565922321,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S016,3.8870103992433664,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S017,3.835017685396228,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S018,15.822232495359934,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S019,13.774872230726857,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S020,3.688449584240929,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S021,1.2404799411526448,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S022,10.398557238196906,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S023,2.5623016084901575,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S025,4.566978619823553,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S026,6.271735437008662,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S027,3.2486652074175604,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S028,15.337583330943607,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S029,9.621633829627141,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S030,15.588031445631673,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S031,4.20699983117612,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S032,4.60234894676165,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S038,13.932469527365877,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_131,HT1_S041,15.059361498178923,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S001,5.348006972161893,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S002,10.59372195147919,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S003,2.4604507147345407,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S004,7.257553160484745,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S005,7.309498369100582,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S006,3.0164159806235786,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S007,17.78869525046773,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S008,3.6894746718968108,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S009,21.907291748182917,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S010,3.001912245013513,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S011,4.09781287425356,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S013,3.1819159161792174,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S014,8.233359758745495,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S015,7.571927938886613,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S016,3.2797018385825276,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S017,3.357213984457715,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S018,16.226511734875277,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S019,14.132840495650093,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S020,5.9984903793951,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S021,3.4480879981276216,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S022,13.551239017439439,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S023,3.3306624960735034,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S025,6.407419169171997,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S026,15.101203799895957,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S027,4.703772150733436,32 experimental sentences,2.0,mean_sequence_length
X21,base,tr_24,X21.ENG.ENG_M_055,X21.ENG.ENG_M_133,HT1_S028,16.458573168711357,32 experimental sentences,2.0,mean_sequence_length
